rodada,ano,civilizacao,cultura,melhor,classes,experimentos
0,265,0,Empiristas,115,116,41465
0,265,1,Incrementalistas,115,92,33897
0,265,2,Evolucionistas,115,116,41467
0,265,3,Isolados,115,115,40442
0,270,0,Empiristas,115,116,43965
0,270,1,Incrementalistas,115,100,35147
0,270,2,Evolucionistas,115,116,43967
0,270,3,Isolados,115,115,42942
0,275,0,Empiristas,115,116,46465
0,275,1,Incrementalistas,115,107,36397
0,275,2,Evolucionistas,115,116,46467
0,275,3,Isolados,115,115,45442
0,280,0,Empiristas,115,116,48965
0,280,1,Incrementalistas,115,109,37647
0,280,2,Evolucionistas,115,116,48967
0,280,3,Isolados,115,115,47942
0,285,0,Empiristas,115,116,51465
0,285,1,Incrementalistas,115,109,38897
0,285,2,Evolucionistas,115,116,51467
0,285,3,Isolados,115,115,50442
0,290,0,Empiristas,115,116,53965
0,290,1,Incrementalistas,115,113,41397
0,290,2,Evolucionistas,115,116,53967
0,290,3,Isolados,115,115,52942
0,295,0,Empiristas,115,116,56465
0,295,1,Incrementalistas,115,115,43897
0,295,2,Evolucionistas,115,116,56467
0,295,3,Isolados,115,115,55442
0,300,0,Empiristas,115,116,58965
0,300,1,Incrementalistas,115,115,46397
0,300,2,Evolucionistas,115,116,58967
0,300,3,Isolados,115,115,57942
1,0,0,Empiristas,40,2,5
1,0,1,Incrementalistas,88,4,5
1,0,2,Evolucionistas,73,2,5
1,0,3,Isolados,83,2,5
1,5,0,Empiristas,102,11,30
1,5,1,Incrementalistas,90,9,30
1,5,2,Evolucionistas,90,12,30
1,5,3,Isolados,112,6,33
1,10,0,Empiristas,102,18,60
1,10,1,Incrementalistas,93,11,60
1,10,2,Evolucionistas,102,20,60
1,10,3,Isolados,113,10,61
1,15,0,Empiristas,102,28,94
1,15,1,Incrementalistas,102,14,92
1,15,2,Evolucionistas,102,24,92
1,15,3,Isolados,114,12,93
1,20,0,Empiristas,102,31,129
1,20,1,Incrementalistas,104,15,127
1,20,2,Evolucionistas,102,26,128
1,20,3,Isolados,114,15,128
1,25,0,Empiristas,105,35,168
1,25,1,Incrementalistas,105,19,166
1,25,2,Evolucionistas,105,32,167
1,25,3,Isolados,114,16,167
1,30,0,Empiristas,111.811,40,210
1,30,1,Incrementalistas,111.811,26,211
1,30,2,Evolucionistas,111.811,36,210
1,30,3,Isolados,114,18,212
1,35,0,Empiristas,113,45,257
1,35,1,Incrementalistas,114,31,260
1,35,2,Evolucionistas,114,40,258
1,35,3,Isolados,114,21,260
1,40,0,Empiristas,113,54,310
1,40,1,Incrementalistas,114,35,314
1,40,2,Evolucionistas,114,42,312
1,40,3,Isolados,114,24,316
1,45,0,Empiristas,114,59,370
1,45,1,Incrementalistas,114,36,374
1,45,2,Evolucionistas,114,45,371
1,45,3,Isolados,115,28,374
1,50,0,Empiristas,114,63,436
1,50,1,Incrementalistas,115,37,439
1,50,2,Evolucionistas,114,48,436
1,50,3,Isolados,115,31,438
1,55,0,Empiristas,114,67,506
1,55,1,Incrementalistas,115,38,509
1,55,2,Evolucionistas,115,49,509
1,55,3,Isolados,115,36,510
1,60,0,Empiristas,115,71,585
1,60,1,Incrementalistas,115,40,587
1,60,2,Evolucionistas,115,50,588
1,60,3,Isolados,115,38,588
1,65,0,Empiristas,115,76,671
1,65,1,Incrementalistas,115,44,675
1,65,2,Evolucionistas,115,53,675
1,65,3,Isolados,115,42,676
1,70,0,Empiristas,115,82,767
1,70,1,Incrementalistas,115,46,770
1,70,2,Evolucionistas,115,55,772
1,70,3,Isolados,115,46,772
1,75,0,Empiristas,115,86,874
1,75,1,Incrementalistas,115,50,877
1,75,2,Evolucionistas,115,60,879
1,75,3,Isolados,115,48,877
