cenario,tempo_apos_formacao_gyr,tempo_cosmico_gyr
Rapido,1.68612,4.39847
Rapido,1.77314,9.45224
Rapido,1.87736,11.858
Rapido,2.90906,9.54036
Rapido,2.68945,11.4268
Rapido,1.94808,12.076
Rapido,1.95599,9.69956
Rapido,2.38411,4.86055
Rapido,1.12407,4.60106
Rapido,3.12126,8.30485
Rapido,2.20468,8.7812
Rapido,2.1999,10.0628
Rapido,4.06287,10.4744
Rapido,1.1678,2.96447
Rapido,2.71656,4.56894
Rapido,1.96631,7.69878
Rapido,1.45905,11.957
Rapido,2.39313,11.4121
Rapido,1.05431,9.52997
Rapido,1.83392,7.27472
Rapido,2.22313,14.041
Rapido,1.63153,5.94925
Rapido,3.78173,10.4156
Rapido,1.26428,7.94159
Rapido,1.83792,6.08792
Rapido,5.57108,18.9931
Rapido,1.27323,3.47094
Rapido,1.3899,4.26185
Rapido,1.88871,5.17068
Rapido,2.23014,14.4511
Rapido,2.13669,11.1679
Rapido,3.54391,12.1817
Rapido,2.57042,11.2707
Rapido,2.70312,7.80483
Rapido,3.08493,6.79717
Rapido,3.21411,7.21976
Rapido,1.69402,7.08036
Rapido,2.38941,13.2514
Rapido,2.14984,11.4041
Rapido,1.94632,3.5934
Rapido,1.87528,5.01494
Rapido,1.88855,8.30935
Rapido,1.84729,5.04264
Rapido,2.24908,10.2102
Rapido,1.70986,8.7485
Rapido,1.01848,5.0131
Rapido,2.68081,16.2382
Rapido,2.48907,13.8016
Rapido,1.88409,7.34026
Rapido,1.27542,6.04389
Rapido,2.36037,6.90777
Rapido,1.77819,5.54401
Rapido,2.1495,14.2184
Rapido,2.50026,6.37557
Rapido,0.961741,5.7059
Rapido,1.67032,7.6118
Rapido,1.96716,9.32425
Rapido,1.10866,2.56043
Rapido,2.66381,7.59883
Rapido,1.62229,5.14059
Rapido,1.84924,7.08232
Rapido,1.48177,9.46109
Rapido,3.33909,8.50466
Rapido,1.76057,5.37853
Rapido,2.24351,4.36543
Rapido,1.18612,10.953
Rapido,1.48589,10.9156
Rapido,3.3762,8.86718
Rapido,2.07648,8.55208
Rapido,1.26185,3.87185
Rapido,1.31381,13.7673
Rapido,2.18907,6.68004
Rapido,1.82001,7.41747
Rapido,2.93048,10.1326
Rapido,2.57251,9.56255
Rapido,2.41053,10.2166
Rapido,0.89106,10.7069
Rapido,1.04605,4.58726
Rapido,1.65421,7.11764
Rapido,2.84057,7.21699
Rapido,5.52376,13.3827
Rapido,3.31377,9.20272
Rapido,1.94207,14.8559
Rapido,0.859706,4.15738
Rapido,1.84596,7.06037
Rapido,1.7201,8.69033
Rapido,1.7198,9.32354
Rapido,2.89277,4.6002
Rapido,1.67805,9.80134
Rapido,1.31797,7.76486
Rapido,2.04042,8.47516
Rapido,1.73692,6.78605
Rapido,1.24428,6.85399
Rapido,3.31491,4.91908
Rapido,1.84637,6.25578
Rapido,1.92437,3.79972
Rapido,2.69061,4.82075
Rapido,3.3788,12.0831
Rapido,1.73415,10.9831
Rapido,2.53745,15.4114
Rapido,3.19913,10
Rapido,3.52867,7.13596
Rapido,2.94651,6.0954
Rapido,1.70458,8.57005
Rapido,3.24364,16.0651
Rapido,1.04448,4.25718
Rapido,2.11845,11.0575
Rapido,1.85026,12.648
Rapido,2.72723,15.7384
Rapido,1.89832,14.5386
Rapido,3.48451,9.45957
Rapido,1.11422,6.28217
Rapido,1.39224,4.98459
Rapido,1.32865,10.4317
Rapido,3.34784,7.44054
Rapido,3.44979,6.34291
Rapido,2.83684,6.79013
Rapido,2.64153,11.2706
Rapido,1.56153,6.5091
Rapido,3.80566,8.49458
Rapido,2.4226,13.0021
Rapido,2.50727,4.44268
Rapido,2.91266,7.71438
Rapido,1.67724,4.8985
Rapido,1.0863,4.0496
Rapido,1.21465,9.07217
Rapido,1.97211,5.95882
Rapido,3.04377,7.94995
Rapido,3.88023,8.59149
Rapido,1.28913,4.81886
Rapido,1.71621,13.4939
Rapido,1.3985,6.07846
Rapido,2.31965,12.9901
Rapido,1.44407,7.71008
Rapido,5.25951,9.2101
Rapido,2.656,7.46587
Rapido,4.75121,12.1392
Rapido,2.71447,6.99286
Rapido,2.50913,14.0078
Rapido,2.81146,7.1361
Rapido,2.49263,6.7034
Rapido,1.83188,8.7533
Rapido,1.70556,8.46427
Rapido,1.28389,10.5104
Rapido,1.82841,12.7064
Rapido,1.6033,6.98534
Rapido,1.27167,10.8283
Rapido,1.22006,9.80608
Rapido,3.40171,14.8278
Rapido,2.5953,9.00884
Rapido,1.58207,9.67678
Rapido,2.50374,13.6907
Rapido,4.2501,7.38492
Rapido,3.34595,12.1016
Rapido,2.18625,6.42635
Rapido,2.1935,8.63171
Rapido,1.84536,9.04718
Rapido,1.27403,6.40169
Rapido,1.04301,1.69319
Rapido,1.40081,4.24704
Rapido,1.17413,3.34499
Rapido,2.14931,12.4909
Rapido,3.72722,13.3796
Rapido,2.53081,10.0966
Rapido,2.45097,10.1162
Rapido,0.49911,2.91316
Rapido,1.76913,7.02221
Rapido,1.60854,5.89532
Rapido,1.93808,12.4655
Rapido,1.84773,4.87282
Rapido,1.8446,6.4573
Rapido,3.11486,7.8364
Rapido,1.66617,9.39694
Rapido,1.87952,5.08757
Rapido,2.41664,7.29324
Rapido,2.81941,7.83552
Rapido,2.49353,8.14091
Rapido,2.29284,4.96277
Rapido,2.09541,11.7702
Rapido,2.59476,9.12208
Rapido,2.86782,8.33265
Rapido,0.53003,2.35483
Rapido,2.60347,5.38102
Rapido,1.47425,3.36513
Rapido,1.29882,4.97991
Rapido,2.26925,4.71984
Rapido,1.64601,12.7748
Rapido,1.23995,8.27366
Rapido,2.16617,8.15982
Rapido,4.01732,9.86407
Rapido,0.834648,6.52783
Rapido,2.56207,5.64663
Rapido,1.71088,10.4524
Rapido,0.785131,5.34321
Rapido,3.76997,10.914
Rapido,1.38355,5.94467
Rapido,1.98685,9.38113
Rapido,2.01793,5.81442
Rapido,1.93528,7.26527
Rapido,2.66164,7.91374
Rapido,3.56044,8.01649
Rapido,1.71373,4.89633
Rapido,2.3797,12.8087
Rapido,2.81881,14.0431
Rapido,0.957756,7.09114
Rapido,0.616051,4.13125
Rapido,2.40941,12.1556
Rapido,0.957134,5.25814
Rapido,2.15261,6.50693
Rapido,2.264,9.50619
Rapido,1.3719,5.03687
Rapido,2.27751,6.7269
Rapido,1.23703,8.81818
Rapido,1.95145,7.35174
Rapido,1.87749,11.108
Rapido,2.60035,11.2752
Rapido,2.52832,8.26655
Rapido,2.16223,4.49099
Rapido,2.42452,6.24395
Rapido,1.85982,9.54897
Rapido,2.25789,7.29459
Rapido,1.52221,10.3097
Rapido,3.80639,7.19309
Rapido,2.83863,12.0756
Rapido,2.48359,7.03454
Rapido,2.30216,7.01291
Rapido,1.42441,4.87616
Rapido,1.52112,4.98535
Rapido,1.92874,4.42593
Rapido,1.67989,7.48295
Rapido,1.97887,6.16667
Rapido,1.38347,3.09469
Rapido,2.68076,7.98398
Rapido,0.813573,7.39493
Rapido,1.05493,4.29611
Rapido,3.00439,11.3952
Rapido,2.56923,10.8998
Rapido,3.27743,8.49231
Rapido,1.66852,3.50058
Rapido,1.72972,5.74513
Rapido,1.23585,5.90754
Rapido,2.16661,8.58257
Rapido,2.59487,10.0686
Rapido,2.17196,9.67328
Rapido,2.74214,7.82034
Rapido,2.4284,6.50231
Rapido,1.61257,12.8144
Rapido,2.92237,9.16805
Rapido,2.61396,8.58362
Rapido,1.5233,6.92911
Rapido,0.554817,8.54968
Rapido,3.06443,12.3365
Rapido,1.95681,13.9396
Rapido,2.27445,7.15398
Rapido,2.62259,9.46352
Rapido,1.44377,3.48667
Rapido,1.99506,3.58892
Rapido,1.38684,6.35324
Rapido,3.69648,11.6836
Rapido,3.08445,10.4846
Rapido,2.27578,15.0983
Rapido,1.40312,6.65882
Rapido,1.44956,5.50013
Rapido,1.10729,7.61195
Rapido,2.08207,8.08382
Rapido,2.21644,14.9578
Rapido,1.31217,4.68988
Rapido,1.77539,9.97368
Rapido,0.995868,2.8093
Rapido,3.01805,7.17193
Rapido,1.4355,7.79027
Rapido,3.01042,11.3165
Rapido,1.30827,11.9818
Rapido,1.70835,13.0285
Rapido,2.00808,6.24672
Rapido,2.73557,9.10508
Rapido,2.01731,6.36361
Rapido,1.59795,10.4667
Rapido,0.939745,10.7161
Rapido,3.10714,6.58933
Rapido,2.30316,9.24561
Rapido,2.22293,9.86737
Rapido,1.81304,8.44871
Rapido,2.05295,10.5184
Rapido,2.49967,7.61008
Rapido,1.83823,11.2633
Rapido,4.3393,17.1717
Rapido,2.55502,4.19055
Rapido,3.25382,8.41306
Rapido,0.869297,5.59035
Rapido,2.12281,11.434
Rapido,2.96944,5.67912
Rapido,3.33604,6.61866
Rapido,2.51032,10.8045
Rapido,1.11387,4.83086
Rapido,1.47145,5.65279
Rapido,4.20526,10.3675
Rapido,3.63189,11.0339
Rapido,1.61295,11.295
Rapido,2.48089,9.39247
Rapido,2.11148,4.7329
Rapido,2.78959,8.43211
Rapido,2.49178,9.87013
Rapido,2.32544,15.4165
Rapido,0.893687,5.76931
Rapido,0.831767,3.62607
Rapido,1.79634,5.38261
Rapido,1.75251,11.5416
Rapido,1.66762,3.41691
Rapido,1.72098,6.39387
Rapido,2.96504,10.1513
Rapido,1.62742,9.60503
Rapido,3.74608,7.7162
Rapido,1.16143,4.4356
Rapido,1.79946,15.3529
Rapido,1.95754,12.876
Rapido,1.74663,6.3356
Rapido,2.34233,11.6004
Rapido,3.97361,7.16811
Rapido,2.36244,7.5268
Rapido,0.888133,6.14926
Rapido,2.76813,6.43415
Rapido,4.17075,12.5471
Rapido,1.80512,11.2368
Rapido,1.14159,7.27913
Rapido,2.29434,10.3536
Rapido,1.95797,13.4633
Rapido,3.22527,6.01473
Rapido,1.80184,9.26225
Rapido,3.96568,17.1144
Rapido,1.36236,8.6476
Rapido,3.94214,6.46668
Rapido,3.73594,5.66657
Rapido,0.951351,8.27897
Rapido,2.06326,4.94595
Rapido,1.79107,12.4536
Rapido,1.79003,13.9177
Rapido,3.06188,11.7343
Rapido,1.34498,3.41611
Rapido,3.1294,5.78354
Rapido,3.4389,13.2832
Rapido,1.74341,15.2239
Rapido,1.13309,7.97484
Rapido,1.62823,11.2552
Rapido,0.880924,10.1506
Rapido,3.08973,6.39648
Rapido,1.5345,3.17357
Rapido,4.48547,13.0409
Rapido,2.36541,5.13532
Rapido,1.8251,8.77616
Rapido,2.47622,5.89349
Rapido,1.92936,15.2923
Rapido,1.36285,6.4282
Rapido,1.33709,6.40977
Rapido,3.04044,13.2538
Rapido,3.29775,10.8717
Rapido,3.59472,6.67412
Rapido,1.93696,5.60316
Rapido,0.912394,7.15646
Rapido,3.56078,7.02697
Rapido,1.03958,7.19513
Rapido,1.18805,3.83964
Rapido,1.50898,14.1064
Rapido,2.75132,9.91863
Rapido,1.31535,6.48811
Rapido,2.01362,13.6379
Rapido,2.55449,8.47505
Rapido,1.92943,9.28895
Rapido,1.08513,12.4803
Rapido,2.59548,14.0363
Rapido,0.622076,5.58437
Rapido,1.81954,5.20423
Rapido,2.22602,11.8706
Rapido,2.33187,7.20281
Rapido,2.21632,5.59728
Rapido,2.31846,6.97919
Rapido,1.29145,4.25162
Rapido,3.00993,9.96193
Rapido,1.47743,7.41538
Rapido,2.88195,9.14366
Rapido,2.59099,9.28164
Rapido,4.44045,9.46819
Rapido,4.88897,12.4787
Rapido,0.793942,6.07248
Rapido,2.35245,7.42034
Rapido,4.03162,6.46023
Rapido,2.94811,11.5314
Rapido,1.99401,5.10067
Rapido,2.20248,5.29132
Rapido,1.40564,4.21829
Rapido,2.3197,4.31948
Rapido,2.23433,9.54126
Rapido,1.19192,5.28209
Rapido,2.78445,9.9657
Rapido,1.89402,5.26409
Rapido,1.17353,12.4576
Rapido,1.01075,2.04016
Rapido,2.76246,10.9912
Rapido,1.81251,9.37658
Rapido,2.90503,8.06256
Rapido,2.77713,7.19281
Rapido,2.572,11.6115
Rapido,2.32245,8.00029
Rapido,2.67568,6.10038
Rapido,3.93421,13.5325
Rapido,2.92806,6.96779
Rapido,1.48719,7.45501
Rapido,2.14916,6.23125
Rapido,1.31103,7.02457
Rapido,2.019,6.02128
Rapido,2.05969,5.91373
Rapido,2.22823,9.9776
Rapido,1.3989,5.10808
Rapido,1.50829,8.3119
Rapido,0.875362,9.07038
Rapido,1.79546,6.59591
Rapido,5.07402,12.8861
Rapido,3.38641,9.12958
Rapido,1.95642,3.88889
Rapido,1.8143,5.27231
Rapido,1.84938,6.58674
Rapido,1.943,15.3643
Rapido,2.63251,9.51884
Rapido,3.58198,9.27144
Rapido,3.72344,13.3926
Rapido,1.01467,4.46305
Rapido,2.29813,15.5427
Rapido,1.64517,9.62311
Rapido,1.16921,11.4868
Rapido,2.47865,8.54409
Rapido,3.01822,14.2797
Rapido,3.18537,6.79348
Rapido,2.92313,5.44211
Rapido,3.62822,6.29465
Rapido,2.73465,3.77056
Rapido,2.68083,10.118
Rapido,1.65405,9.83128
Rapido,1.46753,6.03322
Rapido,1.91064,4.99426
Rapido,1.59039,11.5464
Rapido,1.849,4.61851
Rapido,3.48483,9.70563
Rapido,2.70365,10.8824
Rapido,1.2149,13.7562
Rapido,3.30658,7.95911
Rapido,1.21408,14.3228
Rapido,1.29925,5.3635
Rapido,1.50396,10.3402
Rapido,3.18577,5.99021
Rapido,1.46157,14.5136
Rapido,0.931578,9.06314
Rapido,4.09154,4.90101
Rapido,3.47288,14.557
Rapido,3.92767,6.79993
Rapido,0.763264,4.20425
Rapido,1.76806,8.09373
Rapido,1.80195,4.77333
Rapido,1.68553,7.19772
Rapido,1.02929,3.53388
Rapido,2.2208,5.17862
Rapido,3.2381,7.06347
Rapido,0.824323,4.13818
Rapido,1.62297,3.01483
Rapido,1.52309,7.18483
Rapido,1.18573,8.49006
Rapido,1.51099,7.91398
Rapido,1.57067,4.19352
Rapido,1.54491,5.67084
Rapido,2.65924,11.5859
Rapido,1.75472,4.63855
Rapido,1.38211,5.24422
Rapido,2.67136,5.43655
Rapido,2.50645,14.853
Rapido,3.49973,7.09106
Rapido,3.49351,4.51659
Rapido,1.8572,10.4095
Rapido,2.71787,6.54214
Rapido,3.01174,4.80822
Rapido,1.39885,11.7802
Rapido,2.52921,13.787
Rapido,1.85754,4.7186
Rapido,3.46337,6.30255
Rapido,0.848724,7.18884
Rapido,2.55197,11.7199
Rapido,1.26664,3.54414
Rapido,3.00457,7.8779
Rapido,1.80467,14.4589
Rapido,1.05204,13.4363
Rapido,2.14814,4.0351
Rapido,1.23545,6.88894
Rapido,1.77386,6.0432
Rapido,2.39021,5.67457
Rapido,1.15534,10.0274
Rapido,2.44723,13.2803
Rapido,1.01639,9.89668
Rapido,1.40711,10.6694
Rapido,1.25823,9.80744
Rapido,2.75192,8.89995
Rapido,3.11426,4.33189
Rapido,0.70348,7.69404
Rapido,2.63929,6.07158
Rapido,0.856711,9.07431
Rapido,3.1514,9.49212
Rapido,1.02173,3.77577
Rapido,2.357,9.50522
Rapido,6.47545,9.17467
Rapido,4.40647,6.20669
Rapido,2.79729,5.67593
Rapido,3.56812,8.13327
Rapido,1.27993,4.75655
Rapido,2.96174,6.88135
Rapido,1.43824,7.52522
Rapido,1.59166,13.5165
Rapido,2.40987,7.94418
Rapido,4.135,11.3674
Rapido,2.46966,4.86448
Rapido,3.19864,5.04909
Rapido,3.40773,5.88576
Rapido,2.04757,11.462
Rapido,3.19562,12.4711
Rapido,3.28228,9.23282
Rapido,1.32151,5.30486
Rapido,2.39615,5.58516
Rapido,3.9224,8.02781
Rapido,2.62737,4.81071
Rapido,1.57645,10.7838
Rapido,3.3924,6.57085
Rapido,1.61923,10.3348
Rapido,1.46732,9.25269
Rapido,3.69929,12.7684
Rapido,1.82507,4.15588
Rapido,1.56268,2.77707
Rapido,2.86003,7.89783
Rapido,1.95185,11.0302
Rapido,1.90178,15.3066
Rapido,1.48068,5.90677
Rapido,1.45335,15.1212
Rapido,2.84644,8.94888
Rapido,2.42953,11.3694
Rapido,1.54685,3.4173
Rapido,1.41312,8.33173
Rapido,1.44974,6.75577
Rapido,1.43807,9.43918
Rapido,3.71848,11.6515
Rapido,2.55654,6.64014
Rapido,0.976791,4.84211
Rapido,3.96152,8.90281
Rapido,1.82652,8.15638
Rapido,1.61611,12.5955
Rapido,1.70537,3.64356
Rapido,3.13208,11.8902
Rapido,2.22093,8.3059
Rapido,1.36437,7.664
Rapido,3.77494,7.29014
Rapido,2.84353,14.429
Rapido,2.84623,12.6192
Rapido,2.71376,9.47026
Rapido,1.08013,7.68568
Rapido,3.17291,10.5945
Rapido,1.07373,7.44596
Rapido,2.34121,9.60152
Rapido,2.02248,15.2203
Rapido,2.80254,4.18005
Rapido,3.80817,7.47967
Rapido,2.54243,5.74339
Rapido,2.01268,12.6158
Rapido,2.50269,5.03611
Rapido,1.92796,11.1296
Rapido,2.01885,8.19163
Rapido,1.56598,8.66992
Rapido,2.78774,5.13002
Rapido,2.07206,8.95356
Rapido,3.63409,9.91692
Rapido,0.604376,9.58384
Rapido,4.5471,6.99228
Rapido,2.33968,6.6545
Rapido,1.69166,4.69267
Rapido,2.72681,5.87487
Rapido,2.06347,7.76921
Rapido,3.2973,10.3522
Rapido,2.21443,7.24713
Rapido,2.31747,5.65175
Rapido,1.67279,5.71496
Rapido,1.60432,7.58893
Rapido,1.54779,5.47585
Rapido,1.43746,8.47932
Rapido,2.08539,12.3754
Rapido,1.95019,6.47517
Rapido,1.46562,6.20403
Rapido,1.87983,10.405
Rapido,2.15152,8.58583
Rapido,2.86532,7.96457
Rapido,1.94373,8.11652
Rapido,1.41155,10.2134
Rapido,2.08566,10.3854
Rapido,1.01576,3.58929
Rapido,1.19237,8.33277
Rapido,2.17574,8.80134
Rapido,1.8555,14.8053
Rapido,1.38344,4.69438
Rapido,2.15444,6.11596
Rapido,2.89954,7.11096
Rapido,4.06393,13.7158
Rapido,1.55675,6.28182
Rapido,1.04374,6.6986
Rapido,2.28336,14.9396
Rapido,2.6104,10.4266
Rapido,2.22061,7.80328
Rapido,4.43461,13.8988
Rapido,4.13771,11.153
Rapido,1.63236,9.45259
Rapido,1.26309,9.45813
Rapido,3.91278,7.22746
Rapido,1.21154,3.16893
Rapido,1.56192,6.61422
Rapido,1.8116,2.92666
Rapido,3.30638,9.50648
Rapido,1.4994,11.6079
Rapido,1.64525,3.35928
Rapido,1.3772,4.26936
Rapido,1.07573,10.0334
Rapido,1.80505,7.11707
Rapido,1.04512,4.44537
Rapido,2.3293,13.7581
Rapido,1.28808,5.6988
Rapido,1.7485,11.7384
Rapido,0.801724,5.48827
Rapido,1.9364,6.26212
Rapido,3.52676,7.56876
Rapido,2.29364,10.8018
Rapido,2.1521,8.20844
Rapido,2.51697,9.00683
Rapido,2.19747,13.9915
Rapido,2.65352,7.73558
Rapido,1.45855,9.59806
Rapido,3.13761,9.62667
Rapido,1.51738,4.04623
Rapido,2.54425,10.8586
Rapido,1.17788,6.24613
Rapido,5.04983,10.7162
Rapido,2.97296,14.74
Rapido,0.766659,3.63788
Rapido,2.23149,6.77702
Rapido,1.39138,5.29473
Rapido,1.28319,6.16219
Rapido,1.7515,5.25211
Rapido,2.51163,8.92805
Rapido,2.06398,5.82875
Rapido,1.47378,4.70272
Rapido,1.06642,3.00398
Rapido,1.03651,12.1061
Rapido,1.1006,2.72365
Rapido,1.29237,8.11052
Rapido,1.82089,4.5622
Rapido,3.84623,7.73568
Rapido,2.15394,11.7491
Rapido,4.79304,15.1736
Rapido,2.66017,7.84647
Rapido,1.92916,4.77532
Rapido,1.58888,6.88404
Rapido,1.24846,9.70836
Rapido,1.6815,6.82143
Rapido,0.841404,2.2126
Rapido,1.46469,6.03319
Rapido,2.17619,6.4626
Rapido,1.57957,10.0984
Rapido,2.54514,13.8846
Rapido,1.8243,6.22094
Rapido,0.483607,5.91974
Rapido,2.16801,5.76762
Rapido,2.42217,5.81683
Rapido,4.37964,10.7355
Rapido,1.04252,5.76229
Rapido,0.94284,11.1804
Rapido,1.41059,3.19988
Rapido,1.93593,10.6708
Rapido,1.86605,5.63981
Rapido,1.88114,10.2353
Rapido,3.68866,6.98108
Rapido,0.66683,12.766
Rapido,3.91111,5.68691
Rapido,2.5662,6.38187
Rapido,1.97968,6.38424
Rapido,2.10616,6.61834
Rapido,3.64143,11.9206
Rapido,1.04457,14.3941
Rapido,3.72214,10.6165
Rapido,2.54054,9.75016
Rapido,0.476364,4.44754
Rapido,1.96665,10.0577
Rapido,3.01832,11.4042
Rapido,1.14511,6.79139
Rapido,1.75008,4.9463
Rapido,1.98174,5.8536
Rapido,3.35715,5.14094
Rapido,2.52168,8.26685
Rapido,2.66822,13.1119
Rapido,1.94245,7.91053
Rapido,3.07147,6.55455
Rapido,2.95963,7.99387
Rapido,1.73106,7.54837
Rapido,2.16686,6.0782
Rapido,2.68299,5.56975
Rapido,1.141,3.62531
Rapido,0.664165,6.33093
Rapido,1.06713,4.60281
Rapido,1.39787,3.88674
Rapido,1.48646,6.82421
Rapido,1.24085,4.22845
Rapido,2.79014,6.07288
Rapido,1.05254,3.15108
Rapido,2.86312,7.71935
Rapido,2.65102,6.1299
Rapido,1.29236,7.66967
Rapido,1.92239,4.59388
Rapido,3.60763,7.11834
Rapido,1.66861,6.91357
Rapido,1.15739,7.54212
Rapido,2.44873,7.03994
Rapido,1.92282,6.82701
Rapido,1.40318,9.12981
Rapido,1.81711,5.81789
Rapido,1.56552,7.04394
Rapido,1.11682,4.51505
Rapido,2.4513,10.7153
Rapido,3.39926,7.72789
Rapido,4.68271,9.87677
Rapido,1.59154,8.30182
Rapido,1.51622,4.23717
Rapido,4.48547,10.967
Rapido,1.04144,4.68565
Rapido,2.75393,5.53923
Rapido,2.79993,4.96466
Rapido,2.4322,12.371
Rapido,2.57327,4.41345
Rapido,2.86495,6.89634
Rapido,0.772312,2.94736
Rapido,3.00209,10.4978
Rapido,3.89025,12.8511
Rapido,1.1478,5.41262
Rapido,1.23869,3.99845
Rapido,1.14583,14.4959
Rapido,1.98585,9.9037
Rapido,1.33818,5.65057
Rapido,2.1521,7.20172
Rapido,2.16403,4.95926
Rapido,2.15019,9.06952
Rapido,1.71045,7.55665
Rapido,3.608,7.53159
Rapido,2.03537,14.6956
Rapido,1.42994,14.76
Rapido,1.67444,12.0603
Rapido,4.40318,11.291
Rapido,3.08506,10.8437
Rapido,1.82171,5.03846
Rapido,3.35956,9.91886
Rapido,1.53674,4.49952
Rapido,1.11034,13.611
Rapido,2.27113,4.99664
Rapido,1.81342,8.7727
Rapido,1.5522,4.58958
Rapido,1.84476,8.90916
Rapido,2.3089,6.39093
Rapido,3.73626,9.05684
Rapido,2.80668,9.00774
Rapido,0.879164,6.99241
Rapido,1.04839,7.40647
Rapido,2.37967,6.95451
Rapido,6.10312,18.2296
Rapido,1.68535,11.2157
Rapido,1.41781,4.59889
Rapido,2.74113,11.5387
Rapido,2.93136,12.1504
Rapido,2.32427,10.4745
Rapido,1.58693,8.72167
Rapido,0.759676,4.0699
Rapido,1.73654,6.09897
Rapido,1.70795,8.1367
Rapido,1.97776,5.99095
Rapido,2.73852,8.1045
Rapido,0.86157,9.55163
Rapido,1.04559,10.0891
Rapido,0.721796,12.9993
Rapido,2.78092,15.6155
Rapido,0.59032,9.98851
Rapido,6.43007,12.4124
Rapido,1.36202,6.53206
Rapido,2.59387,8.73688
Rapido,3.23053,12.1377
Rapido,1.32903,4.94407
Rapido,3.50752,6.07972
Rapido,3.07247,10.055
Rapido,2.77265,7.67685
Rapido,1.16322,3.60857
Rapido,2.45105,8.3048
Rapido,2.0415,3.23739
Rapido,2.30991,8.27741
Rapido,2.1355,7.15792
Rapido,4.59303,8.72028
Rapido,1.63918,12.9334
Rapido,1.91382,12.2282
Rapido,0.837584,5.70437
Rapido,2.06035,8.44807
Rapido,2.18906,6.95019
Rapido,1.12529,13.9734
Rapido,2.94651,7.20254
Rapido,2.557,9.69172
Rapido,2.79403,6.78823
Rapido,2.28334,10.694
Rapido,1.45786,9.83826
Rapido,2.10506,7.15433
Rapido,3.41449,17.1403
Rapido,3.38035,6.7723
Rapido,1.06827,6.78923
Rapido,1.35679,4.69513
Rapido,3.29662,10.011
Rapido,1.77486,5.31002
Rapido,3.06841,13.0054
Rapido,1.28002,8.78206
Rapido,1.72039,6.6361
Rapido,2.32167,4.93119
Rapido,3.73236,14.3716
Rapido,1.70247,4.61754
Rapido,1.48926,8.15804
Rapido,2.78146,12.5143
Rapido,1.07469,5.0175
Rapido,1.3829,9.25975
Rapido,0.636306,8.06635
Rapido,0.861469,4.36247
Rapido,1.9948,6.5403
Rapido,1.77912,9.9604
Rapido,2.50538,7.56065
Rapido,2.11556,7.09587
Rapido,1.549,9.99057
Rapido,2.12496,3.85181
Rapido,4.04276,11.7471
Rapido,3.31515,7.67891
Rapido,0.974529,3.97897
Rapido,1.79177,7.38545
Rapido,3.21674,6.17226
Rapido,3.21901,6.51677
Rapido,2.48674,13.4247
Rapido,1.34323,5.8999
Rapido,3.52949,6.68883
Rapido,3.84857,9.6486
Rapido,2.27142,5.28488
Rapido,2.02073,3.16225
Rapido,0.792598,11.225
Rapido,1.77284,6.75951
Rapido,1.48323,6.35347
Rapido,2.89524,5.74457
Rapido,1.95878,8.91346
Rapido,2.18872,13.4427
Rapido,1.26687,7.25109
Rapido,2.14998,6.21504
Rapido,1.77455,6.91046
Rapido,2.33673,9.1362
Rapido,2.17041,13.0015
Rapido,1.97138,7.77016
Rapido,2.20026,5.62913
Rapido,1.83742,4.15724
Rapido,2.15387,5.09534
Rapido,2.55561,8.70572
Rapido,2.16168,14.2368
Rapido,1.04315,4.32255
Rapido,1.13341,7.58351
Rapido,4.91475,11.9368
Rapido,0.859032,14.0812
Rapido,4.29938,7.88712
Rapido,3.23054,14.1496
Rapido,1.64781,8.36582
Rapido,3.42947,9.753
Rapido,2.05383,10.2849
Rapido,2.84408,6.41564
Rapido,2.09777,7.76457
Rapido,1.51645,9.42994
Rapido,3.44292,7.15881
Rapido,2.04914,11.1408
Rapido,2.24824,12.1888
Rapido,2.08751,10.8132
Rapido,2.45894,9.44327
Rapido,2.04765,6.92048
Rapido,0.905241,8.49791
Rapido,1.13118,6.78189
Rapido,1.6246,15.0434
Rapido,1.02671,5.02229
Rapido,3.3493,10.6326
Rapido,3.40462,12.2282
Rapido,2.758,8.22584
Rapido,1.94288,11.1156
Rapido,2.0461,4.68646
Rapido,1.01809,3.76262
Rapido,1.65507,6.335
Rapido,2.0674,7.54384
Rapido,3.68694,8.08024
Rapido,1.02568,10.5081
Rapido,1.66019,11.1458
Rapido,1.09121,7.05369
Rapido,3.26236,11.1808
Rapido,0.526082,6.40202
Rapido,1.4693,2.87944
Rapido,2.33023,13.1879
Rapido,2.77632,14.5036
Rapido,1.81913,9.41435
Rapido,2.32949,9.4693
Rapido,2.5961,7.20149
Rapido,2.70195,6.86708
Rapido,2.33836,5.9192
Rapido,1.74802,3.42461
Rapido,4.42484,7.82844
Rapido,3.54727,8.93516
Rapido,4.40301,8.83886
Rapido,4.32751,8.0707
Rapido,1.89214,4.16402
Rapido,1.08796,7.45162
Rapido,1.40408,13.2498
Rapido,1.76351,8.74462
Rapido,1.89849,6.73052
Rapido,2.41005,10.6395
Rapido,1.93396,10.3741
Rapido,1.49397,6.89144
Rapido,2.09326,7.93273
Rapido,0.927358,4.92209
Rapido,3.13426,13.4314
Rapido,2.1004,10.4688
Rapido,3.63152,10.7294
Rapido,1.58008,10.4964
Rapido,1.34283,5.51848
Rapido,2.29746,5.82949
Rapido,4.34659,6.73725
Rapido,2.20538,13.4933
Rapido,1.53864,9.26119
Rapido,1.94664,5.63316
Rapido,1.36453,5.7943
