cenario,catalise,bioquimica,tempo_apos_formacao_gyr,tempo_cosmico_gyr,temperatura_k
Rapido,fixa,Silicio/acido sulfurico,0.442556,9.26974,367.51
Rapido,fixa,Silicio/acido sulfurico,0.307272,13.4051,423.135
Rapido,fixa,Silicio/acido sulfurico,0.430855,7.7555,370.328
Rapido,fixa,Silicio/acido sulfurico,0.305198,12.0893,442.999
Rapido,fixa,Silicio/acido sulfurico,0.9025,13.8887,340.158
Rapido,fixa,Silicio/acido sulfurico,1.26743,7.43717,311.214
Rapido,fixa,Silicio/acido sulfurico,0.779243,5.09522,331.996
Rapido,fixa,Silicio/acido sulfurico,1.00113,5.01559,334.086
Rapido,fixa,Silicio/acido sulfurico,0.310584,2.56894,389.296
Rapido,fixa,Silicio/acido sulfurico,0.304065,4.95318,423.56
Rapido,fixa,Silicio/acido sulfurico,0.305646,3.6259,457.617
Rapido,fixa,Silicio/acido sulfurico,0.300128,8.64237,536.621
Rapido,fixa,Silicio/acido sulfurico,0.301933,4.0836,471.897
Rapido,fixa,Silicio/acido sulfurico,0.827145,6.37317,336.426
Rapido,fixa,Silicio/acido sulfurico,0.312337,10.2164,425.302
Rapido,fixa,Silicio/acido sulfurico,0.301089,4.22811,520.7
Rapido,fixa,Silicio/acido sulfurico,0.304206,5.09298,472.504
Rapido,fixa,Silicio/acido sulfurico,0.30123,5.32844,482.011
Rapido,fixa,Silicio/acido sulfurico,0.995024,6.3871,329.99
Rapido,fixa,Silicio/acido sulfurico,0.343664,10.0413,406.418
Rapido,fixa,Silicio/acido sulfurico,0.308331,2.25264,432.685
Rapido,fixa,Silicio/acido sulfurico,0.300351,10.3503,537.931
Rapido,fixa,Silicio/acido sulfurico,1.18175,4.34844,326.804
Rapido,fixa,Silicio/acido sulfurico,0.307553,9.37527,429.343
Rapido,fixa,Silicio/acido sulfurico,0.302472,3.07901,477.285
Rapido,fixa,Silicio/acido sulfurico,0.548693,8.50334,361.257
Rapido,fixa,Silicio/acido sulfurico,0.30182,13.917,465.315
Rapido,fixa,Silicio/acido sulfurico,4.75754,15.2465,310.225
Rapido,fixa,Silicio/acido sulfurico,0.307414,11.064,478.667
Rapido,fixa,Silicio/acido sulfurico,0.303394,13.648,476.111
Rapido,fixa,Silicio/acido sulfurico,0.300542,3.70998,469.349
Rapido,fixa,Silicio/acido sulfurico,0.301227,8.96312,493.762
Rapido,fixa,Silicio/acido sulfurico,0.313885,11.228,401.668
Rapido,fixa,Silicio/acido sulfurico,0.300725,6.0133,520.71
Rapido,fixa,Silicio/acido sulfurico,1.98503,5.49694,326.488
Rapido,fixa,Silicio/acido sulfurico,1.10792,9.83215,323.413
Rapido,fixa,Silicio/acido sulfurico,0.302666,7.98911,458.699
Rapido,fixa,Silicio/acido sulfurico,1.96114,4.15415,317.408
Rapido,fixa,Silicio/acido sulfurico,2.75427,6.44349,311.323
Rapido,fixa,Silicio/acido sulfurico,0.320618,6.82157,404.306
Rapido,fixa,Silicio/acido sulfurico,0.3003,10.3582,517.883
Rapido,fixa,Silicio/acido sulfurico,0.343655,5.67149,376.834
Rapido,fixa,Silicio/acido sulfurico,2.06241,5.28298,324.17
Rapido,fixa,Silicio/acido sulfurico,0.358264,3.27201,388.857
Rapido,fixa,Silicio/acido sulfurico,0.333131,5.38343,398.422
Rapido,fixa,Silicio/acido sulfurico,1.20447,3.07546,315.356
Rapido,fixa,Silicio/acido sulfurico,0.307643,4.97417,437.735
Rapido,fixa,Silicio/acido sulfurico,0.300813,9.98714,544.277
Rapido,fixa,Silicio/acido sulfurico,0.361985,1.88425,370.238
Rapido,fixa,Silicio/acido sulfurico,0.318369,3.52679,417.692
Rapido,fixa,Silicio/acido sulfurico,0.319925,3.777,424.952
Rapido,fixa,Silicio/acido sulfurico,0.363782,3.35041,366.296
Rapido,fixa,Silicio/acido sulfurico,0.615457,8.02915,355.227
Rapido,fixa,Silicio/acido sulfurico,0.450138,8.0456,366.076
Rapido,fixa,Silicio/acido sulfurico,0.303766,5.66335,434.344
Rapido,fixa,Silicio/acido sulfurico,0.715947,6.30165,332.619
Rapido,fixa,Silicio/acido sulfurico,0.301802,3.23992,484.551
Rapido,fixa,Silicio/acido sulfurico,0.300409,4.65032,514.501
Rapido,fixa,Silicio/acido sulfurico,0.302827,4.68463,474.401
Rapido,fixa,Silicio/acido sulfurico,0.304344,5.85248,454.225
Rapido,fixa,Silicio/acido sulfurico,0.375189,5.79256,355.846
Rapido,fixa,Silicio/acido sulfurico,0.565293,8.15627,349.145
Rapido,fixa,Silicio/acido sulfurico,0.4766,3.92083,327.318
Rapido,fixa,Silicio/acido sulfurico,0.303643,3.67749,457.088
Rapido,fixa,Silicio/acido sulfurico,2.07742,5.7577,320.486
Rapido,fixa,Silicio/acido sulfurico,0.302275,3.51722,471.516
Rapido,fixa,Silicio/acido sulfurico,0.304067,6.83164,449.09
Rapido,fixa,Silicio/acido sulfurico,0.302651,8.27655,489.89
Rapido,fixa,Silicio/acido sulfurico,0.326003,8.36646,398.083
Rapido,fixa,Silicio/acido sulfurico,0.372973,7.26555,394.415
Rapido,fixa,Silicio/acido sulfurico,0.604854,4.38714,337.888
Rapido,fixa,Silicio/acido sulfurico,0.300509,6.24247,520.117
Rapido,fixa,Silicio/acido sulfurico,4.57579,7.08704,324.652
Rapido,fixa,Silicio/acido sulfurico,0.305586,7.37762,468.85
Rapido,fixa,Silicio/acido sulfurico,6.30953,11.6563,298.087
Rapido,fixa,Silicio/acido sulfurico,2.13649,3.92418,328.635
Rapido,fixa,Silicio/acido sulfurico,0.301525,3.25949,497.565
Rapido,fixa,Silicio/acido sulfurico,0.300835,6.45735,540.26
Rapido,fixa,Silicio/acido sulfurico,0.306523,2.35927,410.447
Rapido,fixa,Silicio/acido sulfurico,0.4131,6.7335,374.564
Rapido,fixa,Silicio/acido sulfurico,0.327318,6.46164,387.199
Rapido,fixa,Silicio/acido sulfurico,0.344258,4.30715,381.697
Rapido,fixa,Silicio/acido sulfurico,0.897997,11.0935,343.971
Rapido,fixa,Silicio/acido sulfurico,1.57044,9.78353,321.03
Rapido,fixa,Silicio/acido sulfurico,0.903867,4.67512,331.455
Rapido,fixa,Silicio/acido sulfurico,0.3041,4.18803,465.183
Rapido,fixa,Silicio/acido sulfurico,0.307295,4.47429,425.82
Rapido,fixa,Silicio/acido sulfurico,0.305592,2.74092,455.004
Rapido,fixa,Silicio/acido sulfurico,0.333931,2.66921,393.765
Rapido,fixa,Silicio/acido sulfurico,0.371481,6.66238,377.619
Rapido,fixa,Silicio/acido sulfurico,0.300235,4.17947,514.61
Rapido,fixa,Silicio/acido sulfurico,16.2151,18.9967,296.165
Rapido,fixa,Silicio/acido sulfurico,5.84468,6.67237,321.683
Rapido,fixa,Silicio/acido sulfurico,0.345897,5.47971,387.109
Rapido,fixa,Silicio/acido sulfurico,2.57058,12.2511,312.024
Rapido,fixa,Silicio/acido sulfurico,0.331054,5.23875,417.952
Rapido,fixa,Silicio/acido sulfurico,0.301355,6.35649,481.287
Rapido,fixa,Silicio/acido sulfurico,0.795069,7.10828,335.553
Rapido,fixa,Silicio/acido sulfurico,8.76515,13.165,332.243
Rapido,fixa,Silicio/acido sulfurico,0.491447,4.99786,330.088
Rapido,fixa,Silicio/acido sulfurico,0.436356,4.84704,359.079
Rapido,fixa,Silicio/acido sulfurico,0.82251,3.96026,328.921
Rapido,fixa,Silicio/acido sulfurico,0.302454,1.49277,462.408
Rapido,fixa,Silicio/acido sulfurico,2.02601,6.85622,326.154
Rapido,fixa,Silicio/acido sulfurico,0.361503,7.50955,378.346
Rapido,fixa,Silicio/acido sulfurico,0.30039,5.69066,465.325
Rapido,fixa,Silicio/acido sulfurico,0.671613,10.5351,355.708
Rapido,fixa,Silicio/acido sulfurico,0.300817,5.7271,490.03
Rapido,fixa,Silicio/acido sulfurico,0.30189,6.94727,485.794
Rapido,fixa,Silicio/acido sulfurico,0.578073,6.51216,351.062
Rapido,fixa,Silicio/acido sulfurico,0.302422,2.26283,480.634
Rapido,fixa,Silicio/acido sulfurico,1.43725,7.19299,311.917
Rapido,fixa,Silicio/acido sulfurico,0.301591,7.56608,496.21
Rapido,fixa,Silicio/acido sulfurico,0.957595,3.31535,335.175
Rapido,fixa,Silicio/acido sulfurico,0.520945,7.92347,338.036
Rapido,fixa,Silicio/acido sulfurico,0.304984,4.81744,418.061
Rapido,fixa,Silicio/acido sulfurico,1.13917,6.165,322.307
Rapido,fixa,Silicio/acido sulfurico,0.303041,4.10355,463.106
Rapido,fixa,Silicio/acido sulfurico,0.376691,5.35569,366.554
Rapido,fixa,Silicio/acido sulfurico,0.303473,5.82885,487.865
Rapido,fixa,Silicio/acido sulfurico,2.33494,6.01937,316.743
Rapido,fixa,Silicio/acido sulfurico,0.304147,4.63179,423.036
Rapido,fixa,Silicio/acido sulfurico,0.30268,3.6262,439.838
Rapido,fixa,Silicio/acido sulfurico,0.445532,11.4386,380.372
Rapido,fixa,Silicio/acido sulfurico,0.306883,4.97108,424.805
Rapido,fixa,Silicio/acido sulfurico,0.313576,9.79674,439.529
Rapido,fixa,Silicio/acido sulfurico,0.330379,13.0199,386.56
Rapido,fixa,Silicio/acido sulfurico,0.357042,6.60198,388.551
Rapido,fixa,Silicio/acido sulfurico,4.11539,7.28197,302.719
Rapido,fixa,Silicio/acido sulfurico,0.311832,7.51965,446.395
Rapido,fixa,Silicio/acido sulfurico,5.97387,13.9742,310.007
Rapido,fixa,Silicio/acido sulfurico,0.300626,3.21741,534.252
Rapido,fixa,Silicio/acido sulfurico,0.314765,5.68571,422.491
Rapido,fixa,Silicio/acido sulfurico,6.5257,16.8984,330.487
Rapido,fixa,Silicio/acido sulfurico,0.303891,5.18309,466.554
Rapido,fixa,Silicio/acido sulfurico,0.386554,2.54762,365.254
Rapido,fixa,Silicio/acido sulfurico,0.373606,4.57736,374.414
Rapido,fixa,Silicio/acido sulfurico,0.310361,9.98886,431.059
Rapido,fixa,Silicio/acido sulfurico,0.324893,8.46962,394.106
Rapido,fixa,Silicio/acido sulfurico,0.32395,4.20494,385.311
Rapido,fixa,Silicio/acido sulfurico,0.304769,3.91057,401.648
Rapido,fixa,Silicio/acido sulfurico,0.689716,2.9895,329.605
Rapido,fixa,Silicio/acido sulfurico,0.301933,4.82807,487.098
Rapido,fixa,Silicio/acido sulfurico,0.302672,2.99873,461.023
Rapido,fixa,Silicio/acido sulfurico,0.380207,9.15711,363.533
Rapido,fixa,Silicio/acido sulfurico,0.304067,4.13011,478.956
Rapido,fixa,Silicio/acido sulfurico,0.48638,9.2247,342.315
Rapido,fixa,Silicio/acido sulfurico,0.315179,6.12605,419.751
Rapido,fixa,Silicio/acido sulfurico,0.304006,10.6989,435.965
Rapido,fixa,Silicio/acido sulfurico,6.41596,12.2616,313.932
Rapido,fixa,Silicio/acido sulfurico,0.302366,4.96733,465.709
Rapido,fixa,Silicio/acido sulfurico,0.330291,3.4068,391.498
Rapido,fixa,Silicio/acido sulfurico,11.6264,16.7189,302.8
Rapido,fixa,Silicio/acido sulfurico,0.30004,2.96609,542.362
Rapido,fixa,Silicio/acido sulfurico,0.36137,4.26656,359.854
Rapido,fixa,Silicio/acido sulfurico,2.11615,3.3267,321.35
Rapido,fixa,Silicio/acido sulfurico,0.53217,6.05328,342.86
Rapido,fixa,Silicio/acido sulfurico,3.80236,8.73825,322.531
Rapido,fixa,Silicio/acido sulfurico,0.323919,6.89647,395.375
Rapido,fixa,Silicio/acido sulfurico,2.98767,6.59869,322.542
Rapido,fixa,Silicio/acido sulfurico,0.619048,7.84233,341.197
Rapido,fixa,Silicio/acido sulfurico,0.336462,3.0344,415.31
Rapido,fixa,Silicio/acido sulfurico,0.363945,7.54561,358.232
Rapido,fixa,Silicio/acido sulfurico,0.304995,2.16367,451.851
Rapido,fixa,Silicio/acido sulfurico,0.301222,6.48802,503.439
Rapido,fixa,Silicio/acido sulfurico,0.300265,1.9431,520.149
Rapido,fixa,Silicio/acido sulfurico,0.306473,13.3334,451.681
Rapido,fixa,Silicio/acido sulfurico,3.98327,17.2988,311.264
Rapido,fixa,Silicio/acido sulfurico,0.302808,3.95,477.964
Rapido,fixa,Silicio/acido sulfurico,15.7314,21.2339,301.263
Rapido,fixa,Silicio/acido sulfurico,0.301997,10.2305,428.767
Rapido,fixa,Silicio/acido sulfurico,5.76802,17.8152,300.911
Rapido,fixa,Silicio/acido sulfurico,7.94015,16.2348,300.319
Rapido,fixa,Silicio/acido sulfurico,0.300789,7.22518,502.083
Rapido,fixa,Silicio/acido sulfurico,0.473875,8.70611,356.26
Rapido,fixa,Silicio/acido sulfurico,0.315769,2.65856,386.431
Rapido,fixa,Silicio/acido sulfurico,0.304997,1.70162,442.72
Rapido,fixa,Silicio/acido sulfurico,2.30729,5.61381,323.813
Rapido,fixa,Silicio/acido sulfurico,0.30026,11.7624,542.396
Rapido,fixa,Silicio/acido sulfurico,1.02096,6.18053,340.652
Rapido,fixa,Silicio/acido sulfurico,0.32948,6.73268,392.298
Rapido,fixa,Silicio/acido sulfurico,0.301308,9.00193,504.975
Rapido,fixa,Silicio/acido sulfurico,0.300268,11.2629,523.191
Rapido,fixa,Silicio/acido sulfurico,0.30594,8.17882,450.438
Rapido,fixa,Silicio/acido sulfurico,0.382039,4.48444,352.774
Rapido,fixa,Silicio/acido sulfurico,0.318051,6.14315,418.277
Rapido,fixa,Silicio/acido sulfurico,0.31716,11.2394,420.762
Rapido,fixa,Silicio/acido sulfurico,0.641191,10.8464,328.174
Rapido,fixa,Silicio/acido sulfurico,0.31553,6.32481,425.368
Rapido,fixa,Silicio/acido sulfurico,1.18446,9.31403,349.142
Rapido,fixa,Silicio/acido sulfurico,0.301164,1.05185,516.153
Rapido,fixa,Silicio/acido sulfurico,6.75019,19.1242,310.633
Rapido,fixa,Silicio/acido sulfurico,0.302394,11.0154,446.394
Rapido,fixa,Silicio/acido sulfurico,0.341859,9.8909,386.558
Rapido,fixa,Silicio/acido sulfurico,0.464133,8.26026,365.966
Rapido,fixa,Silicio/acido sulfurico,0.301721,3.36262,491.308
Rapido,fixa,Silicio/acido sulfurico,9.308,12.4457,304.616
Rapido,fixa,Silicio/acido sulfurico,1.42987,3.99629,328.91
Rapido,fixa,Silicio/acido sulfurico,0.330636,7.10798,375.574
Rapido,fixa,Silicio/acido sulfurico,0.305127,5.08067,431
Rapido,fixa,Silicio/acido sulfurico,8.86947,15.5983,317.878
Rapido,fixa,Silicio/acido sulfurico,0.301941,3.46603,482.114
Rapido,fixa,Silicio/acido sulfurico,0.339806,8.72406,382.577
Rapido,fixa,Silicio/acido sulfurico,0.481972,9.69904,368.14
Rapido,fixa,Silicio/acido sulfurico,0.72484,5.4325,352.379
Rapido,fixa,Silicio/acido sulfurico,0.30147,13.172,538.998
Rapido,fixa,Silicio/acido sulfurico,1.30297,6.69614,321.009
Rapido,fixa,Silicio/acido sulfurico,0.300363,6.4619,509.186
Rapido,fixa,Silicio/acido sulfurico,0.306123,9.05746,447.835
Rapido,fixa,Silicio/acido sulfurico,7.62612,13.8116,306.048
Rapido,fixa,Silicio/acido sulfurico,4.94114,12.5642,325.129
Rapido,fixa,Silicio/acido sulfurico,0.307565,0.941264,444.121
Rapido,fixa,Silicio/acido sulfurico,0.301828,10.5384,501.766
Rapido,fixa,Silicio/acido sulfurico,0.421034,6.53665,339.751
Rapido,fixa,Silicio/acido sulfurico,0.467868,3.3259,378.685
Rapido,fixa,Silicio/acido sulfurico,0.303893,7.11302,449.366
Rapido,fixa,Silicio/acido sulfurico,0.304055,9.33775,432.316
Rapido,fixa,Silicio/acido sulfurico,0.30047,3.47798,509.844
Rapido,fixa,Silicio/acido sulfurico,0.303441,11.254,455.869
Rapido,fixa,Silicio/acido sulfurico,0.319805,3.6879,410.644
Rapido,fixa,Silicio/acido sulfurico,0.326374,8.32741,397.168
Rapido,fixa,Silicio/acido sulfurico,0.321135,11.4299,437.416
Rapido,fixa,Silicio/acido sulfurico,0.300534,12.121,529.907
Rapido,fixa,Silicio/acido sulfurico,0.403042,5.73532,357.818
Rapido,fixa,Silicio/acido sulfurico,0.300476,3.96475,530.038
Rapido,fixa,Silicio/acido sulfurico,1.0492,4.67272,338.53
Rapido,fixa,Silicio/acido sulfurico,0.54147,6.9743,339.519
Rapido,fixa,Silicio/acido sulfurico,0.325124,3.93413,395
Rapido,fixa,Silicio/acido sulfurico,0.51641,8.33041,368.537
Rapido,fixa,Silicio/acido sulfurico,0.300132,2.27134,541.118
Rapido,fixa,Silicio/acido sulfurico,0.303835,10.5577,424.785
Rapido,fixa,Silicio/acido sulfurico,0.300542,1.86664,538.094
Rapido,fixa,Silicio/acido sulfurico,0.326471,5.68991,401.662
Rapido,fixa,Silicio/acido sulfurico,0.774137,4.47077,332.449
Rapido,fixa,Silicio/acido sulfurico,0.305081,6.03287,421.51
Rapido,fixa,Silicio/acido sulfurico,0.300991,5.58157,520.771
Rapido,fixa,Silicio/acido sulfurico,0.30202,3.49683,474.9
Rapido,fixa,Silicio/acido sulfurico,7.6525,13.3902,312.482
Rapido,fixa,Silicio/acido sulfurico,3.24301,12.9386,319.468
Rapido,fixa,Silicio/acido sulfurico,3.09283,16.4056,312.729
Rapido,fixa,Silicio/acido sulfurico,0.300953,4.27402,507.281
Rapido,fixa,Silicio/acido sulfurico,1.9143,9.16521,336.385
Rapido,fixa,Silicio/acido sulfurico,0.65819,10.8736,322.225
Rapido,fixa,Silicio/acido sulfurico,0.355304,6.41246,381.253
Rapido,fixa,Silicio/acido sulfurico,0.336125,3.1345,379.628
Rapido,fixa,Silicio/acido sulfurico,0.300225,4.82683,528.124
Rapido,fixa,Silicio/acido sulfurico,0.321052,3.80533,394.089
Rapido,fixa,Silicio/acido sulfurico,0.447757,6.31015,360.485
Rapido,fixa,Silicio/acido sulfurico,0.975536,9.68138,324.856
Rapido,fixa,Silicio/acido sulfurico,0.30248,3.86774,442.08
Rapido,fixa,Silicio/acido sulfurico,1.7326,5.23711,309.41
Rapido,fixa,Silicio/acido sulfurico,0.301184,7.4266,483.678
Rapido,fixa,Silicio/acido sulfurico,0.300843,7.95888,497.583
Rapido,fixa,Silicio/acido sulfurico,0.417498,5.60426,366.459
Rapido,fixa,Silicio/acido sulfurico,0.300355,2.97584,514.102
Rapido,fixa,Silicio/acido sulfurico,0.300581,6.50927,509.419
Rapido,fixa,Silicio/acido sulfurico,0.302494,4.41169,454.353
Rapido,fixa,Silicio/acido sulfurico,0.328431,10.3456,393.424
Rapido,fixa,Silicio/acido sulfurico,0.408167,4.28918,381.976
Rapido,fixa,Silicio/acido sulfurico,0.306851,9.49532,422.945
Rapido,fixa,Silicio/acido sulfurico,0.365723,11.3537,353.82
Rapido,fixa,Silicio/acido sulfurico,0.355351,4.78848,361.102
Rapido,fixa,Silicio/acido sulfurico,0.301134,6.00596,511.469
Rapido,fixa,Silicio/acido sulfurico,0.302543,2.98694,464.917
Rapido,fixa,Silicio/acido sulfurico,0.304157,9.78408,450.809
Rapido,fixa,Silicio/acido sulfurico,0.369678,5.10469,347.11
Rapido,fixa,Silicio/acido sulfurico,0.305341,3.35376,422.555
Rapido,fixa,Silicio/acido sulfurico,0.303421,4.90901,470.505
Rapido,fixa,Silicio/acido sulfurico,0.302201,4.41971,469.962
Rapido,fixa,Silicio/acido sulfurico,0.405902,13.9257,372.308
Rapido,fixa,Silicio/acido sulfurico,0.300324,5.50142,535.965
Rapido,fixa,Silicio/acido sulfurico,2.40614,14.6009,319.849
Rapido,fixa,Silicio/acido sulfurico,0.59668,13.0683,340.607
Rapido,fixa,Silicio/acido sulfurico,0.300543,6.10681,535.905
Rapido,fixa,Silicio/acido sulfurico,0.301801,6.15689,486.091
Rapido,fixa,Silicio/acido sulfurico,1.69743,11.5922,333.505
Rapido,fixa,Silicio/acido sulfurico,0.301816,6.54779,463.54
Rapido,fixa,Silicio/acido sulfurico,9.21463,19.3757,309.376
Rapido,fixa,Silicio/acido sulfurico,3.98914,8.01193,311.393
Rapido,fixa,Silicio/acido sulfurico,1.38268,4.87253,328.307
Rapido,fixa,Silicio/acido sulfurico,0.300575,5.28041,523.475
Rapido,fixa,Silicio/acido sulfurico,3.09299,9.83052,321.898
Rapido,fixa,Silicio/acido sulfurico,0.32962,9.48991,418.209
Rapido,fixa,Silicio/acido sulfurico,3.94228,13.1096,336.12
Rapido,fixa,Silicio/acido sulfurico,8.23632,10.3215,301.746
Rapido,fixa,Silicio/acido sulfurico,0.307782,13.1704,418.769
Rapido,fixa,Silicio/acido sulfurico,0.696054,8.55129,335.184
Rapido,fixa,Silicio/acido sulfurico,0.304422,6.06284,430.854
Rapido,fixa,Silicio/acido sulfurico,0.828362,7.11957,338.082
Rapido,fixa,Silicio/acido sulfurico,0.311695,6.08626,406.228
Rapido,fixa,Silicio/acido sulfurico,1.19584,7.81322,312.805
Rapido,fixa,Silicio/acido sulfurico,0.347099,10.9737,374.409
Rapido,fixa,Silicio/acido sulfurico,0.31043,1.80394,415.914
Rapido,fixa,Silicio/acido sulfurico,0.69059,3.56818,326.844
Rapido,fixa,Silicio/acido sulfurico,0.302572,2.88116,474.425
Rapido,fixa,Silicio/acido sulfurico,0.334651,3.23898,400.756
Rapido,fixa,Silicio/acido sulfurico,0.39953,3.57817,364.317
Rapido,fixa,Silicio/acido sulfurico,0.413903,6.45728,368.353
Rapido,fixa,Silicio/acido sulfurico,6.53661,19.0198,297.396
Rapido,fixa,Silicio/acido sulfurico,1.35677,6.45631,345.528
Rapido,fixa,Silicio/acido sulfurico,0.364286,12.14,385.178
Rapido,fixa,Silicio/acido sulfurico,0.300886,3.51381,538.464
Rapido,fixa,Silicio/acido sulfurico,0.303283,5.52943,474.496
Rapido,fixa,Silicio/acido sulfurico,0.301375,11.4691,494.384
Rapido,fixa,Silicio/acido sulfurico,0.302373,2.20021,459.522
Rapido,fixa,Silicio/acido sulfurico,0.367627,7.7459,385.045
Rapido,fixa,Silicio/acido sulfurico,0.302614,1.66373,466.833
Rapido,fixa,Silicio/acido sulfurico,0.300169,5.23425,541.548
Rapido,fixa,Silicio/acido sulfurico,3.42575,9.90959,309.89
Rapido,fixa,Silicio/acido sulfurico,0.303197,7.98526,473.111
Rapido,fixa,Silicio/acido sulfurico,1.15883,5.41913,334.26
Rapido,fixa,Silicio/acido sulfurico,1.11789,9.47891,321.811
Rapido,fixa,Silicio/acido sulfurico,0.553737,5.07061,351.661
Rapido,fixa,Silicio/acido sulfurico,0.305009,3.88837,466.43
Rapido,fixa,Silicio/acido sulfurico,12.587,22.6766,303.997
Rapido,fixa,Silicio/acido sulfurico,0.529435,7.5773,358.559
Rapido,fixa,Silicio/acido sulfurico,6.13426,7.93657,305.555
Rapido,fixa,Silicio/acido sulfurico,0.30568,4.95812,438.721
Rapido,fixa,Silicio/acido sulfurico,0.301794,7.78105,503.563
Rapido,fixa,Silicio/acido sulfurico,4.60565,10.8227,302.698
Rapido,fixa,Silicio/acido sulfurico,0.309132,7.99506,450.73
Rapido,fixa,Silicio/acido sulfurico,13.5488,20.3067,296.081
Rapido,fixa,Silicio/acido sulfurico,0.523398,6.28641,352.277
Rapido,fixa,Silicio/acido sulfurico,0.300872,5.02024,542.215
Rapido,fixa,Silicio/acido sulfurico,0.748591,12.5915,339.519
Rapido,fixa,Silicio/acido sulfurico,0.300262,7.89405,516.886
Rapido,fixa,Silicio/acido sulfurico,0.343175,8.48792,386.434
Rapido,fixa,Silicio/acido sulfurico,0.300235,7.62655,538.865
Rapido,fixa,Silicio/acido sulfurico,0.311307,3.17609,406.782
Rapido,fixa,Silicio/acido sulfurico,0.300913,12.6643,475.682
Rapido,fixa,Silicio/acido sulfurico,0.301065,2.42606,502.386
Rapido,fixa,Silicio/acido sulfurico,0.336992,6.77357,374.618
Rapido,fixa,Silicio/acido sulfurico,0.300897,13.2617,507.642
Rapido,fixa,Silicio/acido sulfurico,0.301884,3.2484,485.57
Rapido,fixa,Silicio/acido sulfurico,0.300514,12.2013,516.504
Rapido,fixa,Silicio/acido sulfurico,0.300252,5.728,537.409
Rapido,fixa,Silicio/acido sulfurico,0.300437,9.70144,536.157
Rapido,fixa,Silicio/acido sulfurico,0.317551,5.24311,378.371
Rapido,fixa,Silicio/acido sulfurico,0.694253,9.33869,351.892
Rapido,fixa,Silicio/acido sulfurico,0.335246,5.03348,373.416
Rapido,fixa,Silicio/acido sulfurico,0.300603,3.60203,524.811
Rapido,fixa,Silicio/acido sulfurico,5.2884,15.8375,324.642
Rapido,fixa,Silicio/acido sulfurico,0.300845,11.6969,515.694
Rapido,fixa,Silicio/acido sulfurico,0.300838,3.64575,492.139
Rapido,fixa,Silicio/acido sulfurico,1.09682,7.44601,338.157
Rapido,fixa,Silicio/acido sulfurico,0.30122,5.70555,495.066
Rapido,fixa,Silicio/acido sulfurico,0.304645,9.30752,436.503
Rapido,fixa,Silicio/acido sulfurico,0.3573,4.57943,370.701
Rapido,fixa,Silicio/acido sulfurico,0.319732,3.45415,385.053
Rapido,fixa,Silicio/acido sulfurico,0.550525,2.39511,339.984
Rapido,fixa,Silicio/acido sulfurico,0.303237,7.50057,478.204
Rapido,fixa,Silicio/acido sulfurico,0.311715,3.76959,425.574
Rapido,fixa,Silicio/acido sulfurico,0.301801,3.19158,458.655
Rapido,fixa,Silicio/acido sulfurico,0.300443,7.02983,537.023
Rapido,fixa,Silicio/acido sulfurico,0.437748,13.3554,375.901
Rapido,fixa,Silicio/acido sulfurico,0.393848,3.50588,377.258
Rapido,fixa,Silicio/acido sulfurico,6.68293,10.4702,300.095
Rapido,fixa,Silicio/acido sulfurico,1.92709,8.138,314.798
Rapido,fixa,Silicio/acido sulfurico,0.300231,1.71879,484.28
Rapido,fixa,Silicio/acido sulfurico,0.38601,8.35935,346.089
Rapido,fixa,Silicio/acido sulfurico,0.455597,6.97604,366.263
Rapido,fixa,Silicio/acido sulfurico,0.301213,5.0694,477.775
Rapido,fixa,Silicio/acido sulfurico,0.301209,3.98828,489.731
Rapido,fixa,Silicio/acido sulfurico,0.30208,13.0427,466.435
Rapido,fixa,Silicio/acido sulfurico,0.927635,14.3081,324.445
Rapido,fixa,Silicio/acido sulfurico,1.92932,7.4658,328.128
Rapido,fixa,Silicio/acido sulfurico,0.307618,9.19222,437.693
Rapido,fixa,Silicio/acido sulfurico,0.33053,5.70436,407.027
Rapido,fixa,Silicio/acido sulfurico,2.23677,4.95156,315.011
Rapido,fixa,Silicio/acido sulfurico,0.349978,2.2688,378.376
Rapido,fixa,Silicio/acido sulfurico,0.300448,5.9374,536.304
Rapido,fixa,Silicio/acido sulfurico,0.473489,9.08202,353.1
Rapido,fixa,Silicio/acido sulfurico,0.301292,13.9123,468.059
Rapido,fixa,Silicio/acido sulfurico,1.38629,10.3365,307.469
Rapido,fixa,Silicio/acido sulfurico,0.303168,2.90905,431.745
Rapido,fixa,Silicio/acido sulfurico,0.301976,7.88288,473.343
Rapido,fixa,Silicio/acido sulfurico,1.015,12.0485,342.302
Rapido,fixa,Silicio/acido sulfurico,0.375832,7.19926,393.27
Rapido,fixa,Silicio/acido sulfurico,0.381945,5.12546,365.844
Rapido,fixa,Silicio/acido sulfurico,7.9538,12.694,314.152
Rapido,fixa,Silicio/acido sulfurico,2.12612,9.04764,317.291
Rapido,fixa,Silicio/acido sulfurico,0.303436,7.90443,469.431
Rapido,fixa,Silicio/acido sulfurico,0.309313,5.72418,397.947
Rapido,fixa,Silicio/acido sulfurico,0.445708,2.81699,368.823
Rapido,fixa,Silicio/acido sulfurico,0.332817,4.13696,387.604
Rapido,fixa,Silicio/acido sulfurico,0.3451,11.3569,374.589
Rapido,fixa,Silicio/acido sulfurico,6.14211,9.7115,302.491
Rapido,fixa,Silicio/acido sulfurico,0.32915,6.36376,411.411
