cenario,catalise,bioquimica,tempo_apos_formacao_gyr,tempo_cosmico_gyr,temperatura_k
Rapido,adaptada,Silicio/agua,12.3194,24.0667,329.633
Rapido,adaptada,Silicio/agua,7.773,10.1144,295.443
Rapido,adaptada,Silicio/agua,18.8006,23.1989,333.996
Rapido,adaptada,Silicio/agua,5.03673,9.85849,280.318
Rapido,adaptada,Silicio/agua,13.5485,24.7656,341.755
Rapido,adaptada,Silicio/agua,7.42821,16.1386,338.104
Rapido,adaptada,Silicio/agua,7.19205,14.0812,291.586
Rapido,adaptada,Silicio/agua,7.10002,20.8486,305.384
Rapido,adaptada,Silicio/agua,14.2628,20.7349,327.72
Rapido,adaptada,Silicio/agua,4.52226,12.5067,340.829
Rapido,adaptada,Silicio/agua,14.4611,23.3296,327.998
Rapido,adaptada,Silicio/agua,4.79537,15.2516,293.327
Rapido,adaptada,Silicio/agua,14.5043,21.3712,352.782
Rapido,adaptada,Silicio/agua,15.2412,19.2462,299.152
Rapido,adaptada,Silicio/agua,14.4545,21.5862,290.232
Rapido,adaptada,Silicio/agua,11.6408,16.466,329.387
Rapido,adaptada,Silicio/agua,4.17668,15.7233,281.536
Rapido,adaptada,Silicio/agua,11.3186,17.0261,351.3
Rapido,adaptada,Silicio/agua,6.46319,12.3869,283.855
Rapido,adaptada,Silicio/agua,6.63683,8.41348,313.408
Rapido,adaptada,Silicio/agua,5.23568,14.0023,319.16
Rapido,adaptada,Silicio/agua,7.50665,15.767,289.161
Rapido,adaptada,Silicio/agua,12.8634,18.0759,350.582
Rapido,adaptada,Silicio/agua,5.95857,13.7772,283.428
Rapido,adaptada,Silicio/agua,17.2454,25.9995,309.04
Rapido,adaptada,Silicio/agua,8.95768,13.7482,290.485
Rapido,adaptada,Silicio/agua,13.6046,15.1264,316.773
Rapido,adaptada,Silicio/agua,3.75241,12.296,300.379
Rapido,adaptada,Silicio/agua,9.33311,14.2926,319.519
Rapido,adaptada,Silicio/agua,5.72175,10.6732,287.388
Rapido,adaptada,Silicio/agua,7.25721,9.70955,346.716
Rapido,adaptada,Silicio/agua,11.6972,15.1117,332.444
Rapido,adaptada,Silicio/agua,8.36605,14.9741,285.685
Rapido,adaptada,Silicio/agua,12.1192,20.7047,299.084
Rapido,adaptada,Silicio/agua,10.238,14.8658,334.919
Rapido,adaptada,Silicio/agua,13.1738,22.8644,306.851
Rapido,adaptada,Silicio/agua,7.21477,10.879,322.629
Rapido,adaptada,Silicio/agua,6.76858,8.73598,337.735
Rapido,adaptada,Silicio/agua,15.3334,17.8378,300.129
Rapido,adaptada,Silicio/agua,18.0006,24.1737,352.348
Rapido,adaptada,Silicio/agua,7.7336,10.3593,335.498
Rapido,adaptada,Silicio/agua,13.821,17.8866,352.929
Rapido,adaptada,Silicio/agua,13.3864,17.1571,304.748
Rapido,adaptada,Silicio/agua,9.90403,19.0014,315.027
Rapido,adaptada,Silicio/agua,4.28517,8.19163,294.307
Rapido,adaptada,Silicio/agua,17.1391,25.0336,315.134
Rapido,adaptada,Silicio/agua,15.2308,26.6366,348.705
Rapido,adaptada,Silicio/agua,9.64562,16.8133,324.836
Rapido,adaptada,Silicio/agua,3.19609,7.75544,290.399
Rapido,adaptada,Silicio/agua,16.2268,17.9216,294.61
Rapido,adaptada,Silicio/agua,11.7775,13.5806,303.32
Rapido,adaptada,Silicio/agua,14.4546,20.7797,287.652
Rapido,adaptada,Silicio/agua,3.70924,9.83148,318.522
Rapido,adaptada,Silicio/agua,12.6635,17.5086,334.808
Rapido,adaptada,Silicio/agua,14.6482,18.0477,344.902
Rapido,adaptada,Silicio/agua,7.83783,11.0468,303.425
Rapido,adaptada,Silicio/agua,12.5857,17.2362,337.659
Rapido,adaptada,Silicio/agua,10.5105,16.7246,319.501
Rapido,adaptada,Silicio/agua,8.67916,13.7199,316.027
Rapido,adaptada,Silicio/agua,10.1146,12.3559,300.817
Rapido,adaptada,Silicio/agua,9.32858,12.5771,320.72
Rapido,adaptada,Silicio/agua,12.576,20.133,283.125
Rapido,adaptada,Silicio/agua,6.1908,9.71278,345.268
Rapido,adaptada,Silicio/agua,18.1214,29.6088,284.295
Rapido,adaptada,Silicio/agua,6.04196,13.0494,337.123
Rapido,adaptada,Silicio/agua,5.61226,17.1314,353.074
Rapido,adaptada,Silicio/agua,7.13938,13.1264,330.238
Rapido,adaptada,Silicio/agua,15.1728,20.9701,303.177
Rapido,adaptada,Silicio/agua,10.2255,17.2474,337.188
Rapido,adaptada,Silicio/agua,10.1953,16.0193,347.265
Rapido,adaptada,Silicio/agua,13.9601,20.615,336.098
Rapido,adaptada,Silicio/agua,8.49758,12.9219,310.373
Rapido,adaptada,Silicio/agua,9.79563,18.7962,302.028
Rapido,adaptada,Silicio/agua,7.29971,12.2959,329.035
Rapido,adaptada,Silicio/agua,4.83588,11.1515,341.822
Rapido,adaptada,Silicio/agua,5.04033,7.91778,312.929
Rapido,adaptada,Silicio/agua,8.96418,13.2706,297.982
Rapido,adaptada,Silicio/agua,7.47831,12.4439,334.512
Rapido,adaptada,Silicio/agua,8.70386,11.4523,351.056
Rapido,adaptada,Silicio/agua,2.74341,7.1997,286.386
Rapido,adaptada,Silicio/agua,6.07207,8.98238,342.259
Rapido,adaptada,Silicio/agua,7.9295,18.5878,349.092
Rapido,adaptada,Silicio/agua,4.70008,8.67717,313.557
Rapido,adaptada,Silicio/agua,6.6553,14.4716,335.984
Rapido,adaptada,Silicio/agua,6.22674,16.1364,350.986
Rapido,adaptada,Silicio/agua,13.0417,21.5403,337.361
Rapido,adaptada,Silicio/agua,11.2633,13.7965,289.992
Rapido,adaptada,Silicio/agua,4.72714,8.02286,288.386
Rapido,adaptada,Silicio/agua,9.35998,22.7051,321.373
Rapido,adaptada,Silicio/agua,15.195,17.0031,310.161
Rapido,adaptada,Silicio/agua,8.27263,12.5423,289.429
Rapido,adaptada,Silicio/agua,4.32995,17.069,352.82
Rapido,adaptada,Silicio/agua,9.48758,18.1022,314.33
Rapido,adaptada,Silicio/agua,5.0207,12.8153,336.031
Rapido,adaptada,Silicio/agua,14.8933,17.2644,291.389
Rapido,adaptada,Silicio/agua,7.78413,12.0085,340.284
Rapido,adaptada,Silicio/agua,6.90793,14.7624,330.463
Rapido,adaptada,Silicio/agua,12.0064,24.9957,287.696
Rapido,adaptada,Silicio/agua,5.05687,12.9395,329.433
Rapido,adaptada,Silicio/agua,5.54771,12.7478,288.988
Rapido,adaptada,Silicio/agua,13.9903,22.0437,309.235
Rapido,adaptada,Silicio/agua,10.3054,14.7813,317.446
Rapido,adaptada,Silicio/agua,9.30106,13.5262,327.543
Rapido,adaptada,Silicio/agua,4.54681,8.71973,301.012
Rapido,adaptada,Silicio/agua,12.1818,15.6103,294.854
Rapido,adaptada,Silicio/agua,15.8634,19.1858,348.213
Rapido,adaptada,Silicio/agua,15.0626,18.3262,342.967
Rapido,adaptada,Silicio/agua,7.13733,11.7615,343.277
Rapido,adaptada,Silicio/agua,10.3528,18.1624,347.105
Rapido,adaptada,Silicio/agua,15.5164,17.323,329.654
Rapido,adaptada,Silicio/agua,9.1543,13.1277,293.912
Rapido,adaptada,Silicio/agua,8.21392,9.7413,333.662
Rapido,adaptada,Silicio/agua,10.058,14.6239,322.683
Rapido,adaptada,Silicio/agua,10.8348,15.3968,318.439
Rapido,adaptada,Silicio/agua,13.576,17.0296,308.757
Rapido,adaptada,Silicio/agua,4.84096,15.5986,351.197
Rapido,adaptada,Silicio/agua,9.21603,14.1669,294.787
Rapido,adaptada,Silicio/agua,14.8676,24.5272,343.628
Rapido,adaptada,Silicio/agua,7.28343,12.4655,337.425
Rapido,adaptada,Silicio/agua,5.41984,14.3656,339.211
Rapido,adaptada,Silicio/agua,7.56047,8.24699,286.576
Rapido,adaptada,Silicio/agua,9.49432,19.8494,287.426
Rapido,adaptada,Silicio/agua,10.0512,17.7336,344.46
Rapido,adaptada,Silicio/agua,7.46007,14.9715,295.969
Rapido,adaptada,Silicio/agua,15.7263,23.8164,293.014
Rapido,adaptada,Silicio/agua,11.8331,16.2175,329.896
Rapido,adaptada,Silicio/agua,10.0428,18.5036,284.479
Rapido,adaptada,Silicio/agua,8.3205,9.11768,297.964
Rapido,adaptada,Silicio/agua,12.3539,16.5784,285.34
Rapido,adaptada,Silicio/agua,1.98868,4.01796,297.027
Rapido,adaptada,Silicio/agua,9.17828,12.9785,327.955
Rapido,adaptada,Silicio/agua,7.07106,9.70423,325.734
Rapido,adaptada,Silicio/agua,13.8263,23.7784,346.976
Rapido,adaptada,Silicio/agua,10.6384,13.4057,301.52
Rapido,adaptada,Silicio/agua,6.7503,10.9958,300.438
Rapido,adaptada,Silicio/agua,12.3229,17.0555,311.807
Rapido,adaptada,Silicio/agua,12.3257,15.7694,338.035
Rapido,adaptada,Silicio/agua,10.3144,19.24,320.44
Rapido,adaptada,Silicio/agua,7.86403,11.4907,304.766
Rapido,adaptada,Silicio/agua,5.95621,13.207,344.411
Rapido,adaptada,Silicio/agua,17.1035,27.1478,348.556
Rapido,adaptada,Silicio/agua,13.2268,18.1884,323.187
Rapido,adaptada,Silicio/agua,10.976,23.1633,311.664
Rapido,adaptada,Silicio/agua,7.45634,15.0035,344.894
Rapido,adaptada,Silicio/agua,3.213,10.3334,304.771
Rapido,adaptada,Silicio/agua,7.31416,11.9189,342.123
Rapido,adaptada,Silicio/agua,6.9169,8.71685,349.237
Rapido,adaptada,Silicio/agua,12.594,17.4682,315.405
Rapido,adaptada,Silicio/agua,12.031,13.1564,297.402
Rapido,adaptada,Silicio/agua,11.8507,15.7354,325.951
Rapido,adaptada,Silicio/agua,7.58146,11.5705,320.205
Rapido,adaptada,Silicio/agua,7.18304,16.89,319.713
Rapido,adaptada,Silicio/agua,4.4982,11.3383,341.461
Rapido,adaptada,Silicio/agua,6.58229,15.4636,352.789
Rapido,adaptada,Silicio/agua,15.6203,19.2166,352.895
Rapido,adaptada,Silicio/agua,3.09668,11.2992,276.881
Rapido,adaptada,Silicio/agua,9.65316,17.0889,333.29
Rapido,adaptada,Silicio/agua,12.7261,20.9045,348.638
Rapido,adaptada,Silicio/agua,15.6142,18.3605,297.666
Rapido,adaptada,Silicio/agua,13.3242,20.6915,325.807
Rapido,adaptada,Silicio/agua,8.68594,17.5931,346.122
Rapido,adaptada,Silicio/agua,8.05213,9.6468,341.242
Rapido,adaptada,Silicio/agua,12.1215,17.2796,318.048
Rapido,adaptada,Silicio/agua,7.98299,15.4404,308.661
Rapido,adaptada,Silicio/agua,15.0478,28.3759,331.529
Rapido,adaptada,Silicio/agua,7.99225,9.65356,334.961
Rapido,adaptada,Silicio/agua,16.7045,20.2278,291.834
Rapido,adaptada,Silicio/agua,5.70145,11.5078,304.063
Rapido,adaptada,Silicio/agua,6.50197,11.6458,340.697
Rapido,adaptada,Silicio/agua,6.25488,12.4073,346.311
Rapido,adaptada,Silicio/agua,11.4546,16.0486,343.76
Rapido,adaptada,Silicio/agua,13.1219,25.0327,309.403
Rapido,adaptada,Silicio/agua,8.37413,11.4611,345.616
Rapido,adaptada,Silicio/agua,11.8143,12.855,302.426
Rapido,adaptada,Silicio/agua,16.7207,21.5051,315.836
Rapido,adaptada,Silicio/agua,12.1428,17.1741,317.642
Rapido,adaptada,Silicio/agua,9.62014,14.3622,331.245
Rapido,adaptada,Silicio/agua,9.9752,15.2475,352.37
Rapido,adaptada,Silicio/agua,11.8847,17.4243,328.257
Rapido,adaptada,Silicio/agua,6.03067,9.07036,286.13
Rapido,adaptada,Silicio/agua,9.08681,15.3882,341.117
Rapido,adaptada,Silicio/agua,14.419,19.4149,350.77
Rapido,adaptada,Silicio/agua,14.5271,19.0845,286.145
Rapido,adaptada,Silicio/agua,6.93744,14.8154,317.285
Rapido,adaptada,Silicio/agua,1.27426,14.395,349.348
Rapido,adaptada,Silicio/agua,13.2126,22.3167,303.636
Rapido,adaptada,Silicio/agua,7.93129,17.047,280.802
Rapido,adaptada,Silicio/agua,14.2344,18.4334,328.1
Rapido,adaptada,Silicio/agua,8.63121,13.3971,290.33
Rapido,adaptada,Silicio/agua,6.6596,13.005,288.425
Rapido,adaptada,Silicio/agua,9.57857,19.8438,337.312
Rapido,adaptada,Silicio/agua,1.04487,11.9237,291.228
Rapido,adaptada,Silicio/agua,7.7122,10.7511,332.991
Rapido,adaptada,Silicio/agua,4.11223,10.154,337.809
Rapido,adaptada,Silicio/agua,4.28675,15.9079,306.61
Rapido,adaptada,Silicio/agua,12.4199,15.0652,296.517
Rapido,adaptada,Silicio/agua,2.59625,10.441,344.242
Rapido,adaptada,Silicio/agua,7.69709,15.3418,287.775
Rapido,adaptada,Silicio/agua,7.3568,11.647,334.077
Rapido,adaptada,Silicio/agua,7.59238,11.5698,351.596
Rapido,adaptada,Silicio/agua,4.66959,12.6844,330.657
Rapido,adaptada,Silicio/agua,3.8943,7.62478,328.038
Rapido,adaptada,Silicio/agua,6.74508,11.7963,304.403
Rapido,adaptada,Silicio/agua,11.7182,18.9527,342.343
Rapido,adaptada,Silicio/agua,13.5231,20.6461,332.891
Rapido,adaptada,Silicio/agua,7.07116,14.5775,319.217
Rapido,adaptada,Silicio/agua,14.4455,19.9561,324.628
Rapido,adaptada,Silicio/agua,7.42378,11.5245,333.12
Rapido,adaptada,Silicio/agua,11.5437,15.3061,352.812
Rapido,adaptada,Silicio/agua,9.36516,12.4396,292.364
Rapido,adaptada,Silicio/agua,8.32293,13.5824,296.116
Rapido,adaptada,Silicio/agua,11.5034,19.335,298.819
Rapido,adaptada,Silicio/agua,8.95381,14.1387,318.759
Rapido,adaptada,Silicio/agua,9.763,13.9209,350.78
Rapido,adaptada,Silicio/agua,6.63875,15.1632,309.684
Rapido,adaptada,Silicio/agua,10.8327,17.7684,322.306
Rapido,adaptada,Silicio/agua,10.5762,16.6278,346.983
Rapido,adaptada,Silicio/agua,14.321,17.4336,347.286
Rapido,adaptada,Silicio/agua,8.4926,13.5297,333.969
Rapido,adaptada,Silicio/agua,4.4806,9.56446,325.084
Rapido,adaptada,Silicio/agua,9.32627,19.8189,334.173
Rapido,adaptada,Silicio/agua,12.6961,16.2275,323.25
Rapido,adaptada,Silicio/agua,5.85602,15.9093,343.01
Rapido,adaptada,Silicio/agua,6.47598,14.4852,331.45
Rapido,adaptada,Silicio/agua,5.47402,9.85842,308.516
Rapido,adaptada,Silicio/agua,6.3257,12.777,286.806
Rapido,adaptada,Silicio/agua,12.5749,15.1326,335.262
Rapido,adaptada,Silicio/agua,6.2609,8.67219,297.86
Rapido,adaptada,Silicio/agua,14.3622,20.3501,332.724
Rapido,adaptada,Silicio/agua,9.99893,14.6081,288.842
Rapido,adaptada,Silicio/agua,6.38141,8.60817,283.351
Rapido,adaptada,Silicio/agua,14.8672,20.0394,345.112
Rapido,adaptada,Silicio/agua,15.9804,22.2699,308.289
Rapido,adaptada,Silicio/agua,10.6075,22.8384,343.089
Rapido,adaptada,Silicio/agua,15.8068,21.6288,343.998
Rapido,adaptada,Silicio/agua,15.5498,26.9755,339.031
Rapido,adaptada,Silicio/agua,6.16732,15.9444,301.839
Rapido,adaptada,Silicio/agua,11.0528,13.6328,346.681
Rapido,adaptada,Silicio/agua,8.25626,13.3088,319.898
Rapido,adaptada,Silicio/agua,8.33228,12.7205,326.009
Rapido,adaptada,Silicio/agua,7.54897,19.002,308.479
Rapido,adaptada,Silicio/agua,17.7262,25.1341,314.168
Rapido,adaptada,Silicio/agua,11.2386,14.2166,342.242
Rapido,adaptada,Silicio/agua,5.04501,7.97237,304.658
Rapido,adaptada,Silicio/agua,6.18027,12.5257,344.484
Rapido,adaptada,Silicio/agua,3.84088,6.32922,331.549
Rapido,adaptada,Silicio/agua,14.7947,24.2178,347.007
Rapido,adaptada,Silicio/agua,11.9991,16.8386,290.474
Rapido,adaptada,Silicio/agua,9.59516,16.8931,280.753
Rapido,adaptada,Silicio/agua,13.9428,17.1681,292.806
Rapido,adaptada,Silicio/agua,2.2197,7.51831,349.075
Rapido,adaptada,Silicio/agua,15.3247,20.6982,278.098
Rapido,adaptada,Silicio/agua,12.3565,17.697,303.466
Rapido,adaptada,Silicio/agua,17.3957,22.2989,335.448
Rapido,adaptada,Silicio/agua,3.5753,8.08707,300.466
Rapido,adaptada,Silicio/agua,10.904,20.79,325.62
Rapido,adaptada,Silicio/agua,9.11795,14.6317,338.434
Rapido,adaptada,Silicio/agua,11.715,15.3283,346.563
Rapido,adaptada,Silicio/agua,5.8771,11.961,301.131
Rapido,adaptada,Silicio/agua,4.83792,6.88559,323.876
Rapido,adaptada,Silicio/agua,18.7559,25.2499,343.772
Rapido,adaptada,Silicio/agua,10.5256,20.7399,336.895
Rapido,adaptada,Silicio/agua,12.2471,14.4522,332.289
Rapido,adaptada,Silicio/agua,13.7376,18.0615,346.385
Rapido,adaptada,Silicio/agua,12.4422,23.7436,289.154
Rapido,adaptada,Silicio/agua,7.42827,14.5625,341.016
Rapido,adaptada,Silicio/agua,8.10827,11.7117,338.65
Rapido,adaptada,Silicio/agua,14.1434,17.5297,333.973
Rapido,adaptada,Silicio/agua,18.028,24.6681,338.005
Rapido,adaptada,Silicio/agua,6.81962,16.0494,348.934
Rapido,adaptada,Silicio/agua,15.8498,19.864,352.796
Rapido,adaptada,Silicio/agua,5.33902,8.98265,325.43
Rapido,adaptada,Silicio/agua,5.79191,15.693,349.757
Rapido,adaptada,Silicio/agua,7.03165,13.8591,300.224
Rapido,adaptada,Silicio/agua,13.0198,19.9905,351.25
Rapido,adaptada,Silicio/agua,11.9249,17.6903,345.223
Rapido,adaptada,Silicio/agua,13.818,19.9412,288.807
Rapido,adaptada,Silicio/agua,11.8363,17.0644,296.986
Rapido,adaptada,Silicio/agua,4.63459,13.9555,350.682
Rapido,adaptada,Silicio/agua,6.64823,12.3319,295.663
Rapido,adaptada,Silicio/agua,13.9244,19.1015,334.674
Rapido,adaptada,Silicio/agua,14.5635,18.3675,290.409
Rapido,adaptada,Silicio/agua,5.17502,10.0302,324.477
Rapido,adaptada,Silicio/agua,11.3981,20.0741,295.95
Rapido,adaptada,Silicio/agua,13.9153,22.1752,304.703
Rapido,adaptada,Silicio/agua,17.2,21.0344,320.135
Rapido,adaptada,Silicio/agua,11.7732,20.3503,298.786
Rapido,adaptada,Silicio/agua,13.3648,17.2113,319.394
Rapido,adaptada,Silicio/agua,5.86267,10.6901,332.643
Rapido,adaptada,Silicio/agua,7.772,18.7542,326.292
Rapido,adaptada,Silicio/agua,6.92987,17.3032,318.789
Rapido,adaptada,Silicio/agua,7.93079,18.2459,334.132
Rapido,adaptada,Silicio/agua,2.42399,6.2941,331.921
Rapido,adaptada,Silicio/agua,5.05985,8.61176,321.791
Rapido,adaptada,Silicio/agua,10.1146,15.5818,315.464
Rapido,adaptada,Silicio/agua,11.0087,22.5155,347.361
Rapido,adaptada,Silicio/agua,10.7373,12.7428,327.228
Rapido,adaptada,Silicio/agua,6.94303,13.2128,305.253
Rapido,adaptada,Silicio/agua,7.77517,10.3686,284.18
Rapido,adaptada,Silicio/agua,18.4688,27.0655,312.406
Rapido,adaptada,Silicio/agua,6.99579,10.5802,290.217
Rapido,adaptada,Silicio/agua,10.6751,13.5664,292.544
Rapido,adaptada,Silicio/agua,10.1442,18.9573,288.011
Rapido,adaptada,Silicio/agua,6.47432,14.1418,298.664
Rapido,adaptada,Silicio/agua,16.6454,22.268,294.037
Rapido,adaptada,Silicio/agua,7.87063,10.9237,337.147
Rapido,adaptada,Silicio/agua,7.68079,13.1875,306.918
Rapido,adaptada,Silicio/agua,8.03272,13.6518,290.683
Rapido,adaptada,Silicio/agua,4.31206,7.85055,352.892
Rapido,adaptada,Silicio/agua,13.6429,16.5441,323.562
Rapido,adaptada,Silicio/agua,5.14502,10.8605,342.347
Rapido,adaptada,Silicio/agua,7.64808,15.9587,348.483
Rapido,adaptada,Silicio/agua,9.81257,12.8676,318.573
Rapido,adaptada,Silicio/agua,7.40246,19.2958,325.636
Rapido,adaptada,Silicio/agua,12.2294,17.1924,342.299
Rapido,adaptada,Silicio/agua,13.3995,24.1277,327.561
Rapido,adaptada,Silicio/agua,8.33296,15.059,334.937
Rapido,adaptada,Silicio/agua,7.007,10.3006,300.392
Rapido,adaptada,Silicio/agua,15.0169,20.0217,331.316
Rapido,adaptada,Silicio/agua,16.8853,17.7171,327.469
Rapido,adaptada,Silicio/agua,8.08634,17.2641,299.999
Rapido,adaptada,Silicio/agua,3.44548,12.2994,327.939
Rapido,adaptada,Silicio/agua,13.8418,21.7528,295.458
Rapido,adaptada,Silicio/agua,11.1576,22.2199,347.217
Rapido,adaptada,Silicio/agua,2.40687,7.43887,284.443
Rapido,adaptada,Silicio/agua,15.2418,19.7131,305.583
Rapido,adaptada,Silicio/agua,3.11903,12.6186,316.49
Rapido,adaptada,Silicio/agua,5.75758,8.25563,280.756
Rapido,adaptada,Silicio/agua,8.74198,20.6894,323.014
Rapido,adaptada,Silicio/agua,12.3947,24.276,311.694
Rapido,adaptada,Silicio/agua,6.37541,9.87673,301.277
Rapido,adaptada,Silicio/agua,10.5899,13.6755,339.944
Rapido,adaptada,Silicio/agua,3.70128,6.35046,346.123
Rapido,adaptada,Silicio/agua,5.94506,9.53807,285.795
Rapido,adaptada,Silicio/agua,8.13324,11.8676,330.294
Rapido,adaptada,Silicio/agua,6.84822,18.248,281.321
Rapido,adaptada,Silicio/agua,12.7873,17.9905,298.695
Rapido,adaptada,Silicio/agua,5.92041,8.94961,286.59
Rapido,adaptada,Silicio/agua,6.65421,14.7469,352.875
Rapido,adaptada,Silicio/agua,9.90542,11.8155,312.27
Rapido,adaptada,Silicio/agua,12.5198,21.0897,333.578
Rapido,adaptada,Silicio/agua,11.1805,18.6655,292.157
Rapido,adaptada,Silicio/agua,6.98931,15.2277,325.765
Rapido,adaptada,Silicio/agua,1.5981,10.8679,293.774
Rapido,adaptada,Silicio/agua,5.54266,10.9723,331.048
Rapido,adaptada,Silicio/agua,13.7362,17.8985,288.734
Rapido,adaptada,Silicio/agua,18.0154,30.1911,316.284
Rapido,adaptada,Silicio/agua,13.2269,16.9437,289.315
Rapido,adaptada,Silicio/agua,4.89733,9.35763,292.183
Rapido,adaptada,Silicio/agua,11.7258,17.8783,329.764
Rapido,adaptada,Silicio/agua,2.2699,5.86085,309.253
Rapido,adaptada,Silicio/agua,10.724,12.827,346.096
Rapido,adaptada,Silicio/agua,5.43695,8.84263,323.446
Rapido,adaptada,Silicio/agua,11.2433,17.1683,331.672
Rapido,adaptada,Silicio/agua,10.4054,15.7108,348.376
Rapido,adaptada,Silicio/agua,16.1909,21.7901,335.545
Rapido,adaptada,Silicio/agua,16.0565,17.4931,311.141
Rapido,adaptada,Silicio/agua,13.2494,17.5243,340.517
Rapido,adaptada,Silicio/agua,16.0977,19.7977,305.282
Rapido,adaptada,Silicio/agua,7.03097,13.4105,319.34
Rapido,adaptada,Silicio/agua,9.4055,21.8435,306.009
Rapido,adaptada,Silicio/agua,9.96029,16.4668,351.895
Rapido,adaptada,Silicio/agua,6.79545,14.0478,328.979
Rapido,adaptada,Silicio/agua,11.9426,18.8451,339.703
Rapido,adaptada,Silicio/agua,8.75006,10.3288,346.926
Rapido,adaptada,Silicio/agua,5.31209,18.5193,338.703
Rapido,adaptada,Silicio/agua,12.4559,16.8929,315.686
Rapido,adaptada,Silicio/agua,5.41875,8.10068,334.579
Rapido,adaptada,Silicio/agua,5.20414,9.32505,284.263
Rapido,adaptada,Silicio/agua,10.8258,22.4143,291.545
Rapido,adaptada,Silicio/agua,4.35532,13.7635,323.965
Rapido,adaptada,Silicio/agua,3.42664,7.53016,319.711
Rapido,adaptada,Silicio/agua,7.88323,20.1909,316.474
Rapido,adaptada,Silicio/agua,9.67696,13.8072,292.368
Rapido,adaptada,Silicio/agua,15.3399,18.1142,329.979
Rapido,adaptada,Silicio/agua,12.0576,16.6425,317.192
Rapido,adaptada,Silicio/agua,5.42963,9.08796,337.02
Rapido,adaptada,Silicio/agua,11.9254,16.1389,343.445
Rapido,adaptada,Silicio/agua,9.35025,14.4733,289.478
Rapido,adaptada,Silicio/agua,6.27722,8.99556,344.734
Rapido,adaptada,Silicio/agua,11.6002,14.4224,321.924
Rapido,adaptada,Silicio/agua,7.70164,11.1184,314.539
Rapido,adaptada,Silicio/agua,8.44673,15.4284,302.71
Rapido,adaptada,Silicio/agua,14.6475,18.5907,325.332
Rapido,adaptada,Silicio/agua,4.61921,8.21883,293.337
Rapido,adaptada,Silicio/agua,4.87043,9.58696,329.675
Rapido,adaptada,Silicio/agua,9.83974,12.1112,349.793
Rapido,adaptada,Silicio/agua,4.74724,8.42875,323.449
Rapido,adaptada,Silicio/agua,6.02296,12.9095,335.041
Rapido,adaptada,Silicio/agua,12.0027,24.0069,301.054
Rapido,adaptada,Silicio/agua,11.1409,18.932,314.321
Rapido,adaptada,Silicio/agua,11.273,16.3487,339.768
Rapido,adaptada,Silicio/agua,4.95355,9.79371,293.963
Rapido,adaptada,Silicio/agua,7.18112,11.9928,289.626
Rapido,adaptada,Silicio/agua,17.1524,27.0957,329.947
Rapido,adaptada,Silicio/agua,14.3409,17.5776,276.564
Rapido,adaptada,Silicio/agua,6.11968,9.43052,305.365
Rapido,adaptada,Silicio/agua,3.91668,11.5063,345.453
Rapido,adaptada,Silicio/agua,13.383,19.2352,332.997
Rapido,adaptada,Silicio/agua,15.2246,18.9729,320.607
Rapido,adaptada,Silicio/agua,7.74988,15.6102,305.931
Rapido,adaptada,Silicio/agua,4.4036,7.50872,288.382
Rapido,adaptada,Silicio/agua,10.3491,16.5582,291.233
Rapido,adaptada,Silicio/agua,4.5675,12.0825,319.051
Rapido,adaptada,Silicio/agua,4.12521,5.91882,313.868
Rapido,adaptada,Silicio/agua,8.33221,20.6108,336.045
Rapido,adaptada,Silicio/agua,14.4127,21.6187,304.666
Rapido,adaptada,Silicio/agua,11.9664,23.3434,304.159
Rapido,adaptada,Silicio/agua,4.59256,8.46876,283.052
Rapido,adaptada,Silicio/agua,5.89166,8.57493,339.346
Rapido,adaptada,Silicio/agua,16.72,24.9606,292.632
Rapido,adaptada,Silicio/agua,18.0683,24.0346,301.035
Rapido,adaptada,Silicio/agua,14.3753,19.0862,320.99
Rapido,adaptada,Silicio/agua,13.2556,17.1072,350.69
Rapido,adaptada,Silicio/agua,11.9074,16.8956,285.261
Rapido,adaptada,Silicio/agua,6.73488,12.7163,296.475
Rapido,adaptada,Silicio/agua,9.94364,16.4348,313.152
Rapido,adaptada,Silicio/agua,6.94626,13.6115,343.743
Rapido,adaptada,Silicio/agua,14.4906,17.3604,331.944
Rapido,adaptada,Silicio/agua,4.0374,17.2381,301.645
Rapido,adaptada,Silicio/agua,12.4135,17.3269,327.502
Rapido,adaptada,Silicio/agua,10.28,23.0392,342.456
Rapido,adaptada,Silicio/agua,6.71318,14.2315,294.491
Rapido,adaptada,Silicio/agua,5.80638,12.0985,322.316
Rapido,adaptada,Silicio/agua,11.4562,17.8859,335.747
Rapido,adaptada,Silicio/agua,7.39439,11.8496,323.684
Rapido,adaptada,Silicio/agua,3.35437,6.61688,290.441
Rapido,adaptada,Silicio/agua,11.6872,13.9631,295.565
Rapido,adaptada,Silicio/agua,7.25065,10.2429,294.473
Rapido,adaptada,Silicio/agua,10.7344,14.0077,315.645
Rapido,adaptada,Silicio/agua,8.79867,12.3433,295.703
Rapido,adaptada,Silicio/agua,8.77864,14.8291,350.761
Rapido,adaptada,Silicio/agua,13.7739,22.1172,299.517
Rapido,adaptada,Silicio/agua,14.1157,20.0052,318.418
Rapido,adaptada,Silicio/agua,9.50708,21.6295,288.014
Rapido,adaptada,Silicio/agua,5.0045,16.4197,343.068
Rapido,adaptada,Silicio/agua,8.88018,19.6444,283.229
